# /home/abortolo/CODICE/Test/Diode/output/DiodeDirectPolarizationTEMPISIMULAZIONE
# 1 Bias	# 2 GMtime	
0.1	18.08	
0.2	19.08	
0.3	41.53	
0.4	38.13	
0.5	48.68	
0.6	25.09	
0.7	27.11	
0.8	35.04	
0.9	46.42	
1	63.49	
1.1	94.69	
1.2	116.12	
1.3	143.58	
1.4	334.09	
1.5	311.94	
1.6	271.09	
1.7	227.13	
1.8	345.01	
1.9	262.36	
2	327.58	
2.1	288.31	
2.2	329.08	
2.3	408.38	
2.4	334.42	
2.5	328.51	
2.6	335.55	
2.7	339.65	
2.8	340.34	
2.9	343.13	
3	350.61	
