# /home/abortolo/CODICE/Test/Diode/output/DiodeDirectPolarizationDampConvergenzaNLP_RAMP0GM0
# 1 Iteration	# 2 TotalErr	# 3 itDamp	# 4 theta	
1	1.45862e-17	0	1	
2	1.73789e+18	0	1	
3	6.39333e+17	0	1	
4	2.35197e+17	0	1	
5	8.65242e+16	0	1	
6	3.18305e+16	0	1	
7	1.17098e+16	0	1	
8	4.30779e+15	0	1	
9	1.58475e+15	0	1	
10	5.82996e+14	0	1	
11	2.14472e+14	0	1	
12	7.88999e+13	0	1	
13	2.90257e+13	0	1	
14	1.06779e+13	0	1	
15	3.92819e+12	0	1	
16	1.4451e+12	0	1	
17	5.31623e+11	0	1	
18	1.95573e+11	0	1	
19	7.19474e+10	0	1	
20	2.6468e+10	0	1	
21	9.73702e+09	0	1	
22	3.58205e+09	0	1	
23	1.31776e+09	0	1	
24	4.84778e+08	0	1	
25	1.7834e+08	0	1	
26	6.56075e+07	0	1	
27	2.41357e+07	0	1	
28	8.87901e+06	0	1	
29	3.26641e+06	0	1	
30	1.20164e+06	0	1	
31	442060	0	1	
32	162625	0	1	
33	59826.3	0	1	
34	22008.9	0	1	
35	8096.61	0	1	
36	2978.58	0	1	
37	1095.76	0	1	
38	403.107	0	1	
39	148.295	0	1	
40	54.5545	0	1	
41	20.0695	0	1	
42	7.38316	0	1	
43	2.71611	0	1	
44	0.999201	0	1	
45	0.367586	0	1	
46	0.135227	0	1	
47	0.0497473	0	1	
48	0.018301	0	1	
49	0.00673257	0	1	
50	0.00247677	0	1	
51	0.000911154	0	1	
52	0.000335195	0	1	
53	0.000123311	0	1	
54	4.53637e-05	0	1	
55	1.66884e-05	0	1	
56	6.13931e-06	0	1	
57	2.25852e-06	0	1	
58	8.30865e-07	0	1	
59	3.05658e-07	0	1	
60	1.12445e-07	0	1	
61	4.13663e-08	0	1	
62	1.52178e-08	0	1	
63	5.59832e-09	0	1	
64	2.05951e-09	0	1	
65	7.57651e-10	0	1	
66	2.78724e-10	0	1	
67	1.02537e-10	0	1	
68	3.77212e-11	0	1	
69	1.38769e-11	0	1	
70	5.10501e-12	0	1	
71	1.87802e-12	0	1	
72	6.90884e-13	0	1	
73	2.5416e-13	0	1	
74	9.3498e-14	0	1	
75	3.43937e-14	0	1	
76	1.26504e-14	0	1	
77	4.65151e-15	0	1	
78	1.70884e-15	0	1	
79	6.2626e-16	0	1	
80	2.27987e-16	0	1	
81	8.14836e-17	0	1	
82	2.76768e-17	0	1	
83	8.15884e-18	0	1	
84	1.61974e-18	0	1	
85	1.11428e-19	0	1	
86	6.35798e-22	0	1	
87	2.10185e-26	0	1	
