# /home/abortolo/CODICE/Test/Diode/output/DiodeDirectPolarizationDampConvergenzaNLP_RAMP0GM0
# 1 Iteration	# 2 TotalErr	# 3 itDamp	# 4 theta	
1	3.94134e-18	0	1	
2	2.9152e-10	0	1	
3	1.07244e-10	0	1	
4	3.94529e-11	0	1	
5	1.45139e-11	0	1	
6	5.33937e-12	0	1	
7	1.96424e-12	0	1	
8	7.22605e-13	0	1	
9	2.65831e-13	0	1	
10	9.77935e-14	0	1	
11	3.59759e-14	0	1	
12	1.32345e-14	0	1	
13	4.86832e-15	0	1	
14	1.79056e-15	0	1	
15	6.58284e-16	0	1	
16	2.41709e-16	0	1	
17	8.84305e-17	0	1	
18	3.20177e-17	0	1	
19	1.12517e-17	0	1	
20	3.63091e-18	0	1	
21	9.19608e-19	0	1	
22	1.19001e-19	0	1	
23	2.8339e-21	0	1	
24	1.71257e-24	0	1	
25	6.27471e-31	0	1	
