"x"	"y"	"x"	"y"
0	-2.87105e-26	0	-4.02302e-29
0.1	-3.2614e-20	0.1	-1.56213e-20
0.2	-3.50682e-20	0.2	-8.24888e-20
0.3	-3.67903e-20	0.3	-1.05609e-17
0.4	-3.84129e-20	0.4	-3.16446e-16
0.5	-3.995e-20	0.5	-2.65112e-15
0.6	-4.14154e-20	0.6	-1.11637e-14
0.7	-4.28159e-20	0.7	-3.43358e-14
0.8	-4.41456e-20	0.8	-8.14543e-14
0.9	-4.54068e-20	0.9	-1.77793e-13
1	-4.66104e-20	1	-3.43336e-13
	
