"x"	"y"
1	9.43993e-11
0.85	2.03527e-10
0.7	4.44862e-10
0.55	9.85319e-10
0.4	2.20781e-09
0.25	4.98225e-09
0.1	1.12116e-08
-0.05	2.47071e-08
-0.2	5.18889e-08
-0.35	1.0066e-07
-0.5	1.76139e-07
-0.65	2.76108e-07
-0.8	3.9131e-07
-0.95	5.105e-07
-1.1	6.25277e-07
-1.25	7.31463e-07
-1.4	8.27965e-07
-1.55	9.15251e-07
-1.7	9.94352e-07
-1.85	1.06639e-06
-2	1.13238e-06

