"x"	"y"
1	7.60146e-11
0.85	1.65431e-10
0.7	3.65595e-10
0.55	8.20418e-10
0.4	1.8678e-09
0.25	4.29932e-09
0.1	9.92042e-09
-0.05	2.25659e-08
-0.2	4.92796e-08
-0.35	1.0007e-07
-0.5	1.84278e-07
-0.65	3.05567e-07
-0.8	4.60641e-07
-0.95	6.41901e-07
-1.1	8.40513e-07
-1.25	1.04829e-06
-1.4	1.25863e-06
-1.55	1.46684e-06
-1.7	1.66995e-06
-1.85	1.86633e-06
-2	2.05523e-06

