"x"	"y"
1	1.67877e-07
0.85	2.51966e-07
0.7	3.66084e-07
0.55	5.14156e-07
0.4	6.97837e-07
0.25	9.16148e-07
0.1	1.16593e-06
-0.05	1.44282e-06
-0.2	1.74223e-06
-0.35	2.05996e-06
-0.5	2.39241e-06
-0.65	2.73669e-06
-0.8	3.09047e-06
-0.95	3.4519e-06
-1.1	3.81953e-06
-1.25	4.1922e-06
-1.4	4.56897e-06
-1.55	4.94907e-06
-1.7	5.33187e-06
-1.85	5.7168e-06
-2	6.10338e-06

