"x"	"y"
0	8.84164e-29
0.1	9.5542e-12
0.2	1.63139e-10
0.3	2.28028e-09
0.4	2.40576e-08
0.5	1.55035e-07
0.6	5.55112e-07
0.7	1.32118e-06
0.8	2.73088e-06
0.9	6.99482e-06
1	1.73624e-05
1.1	3.38178e-05
1.2	5.49381e-05
1.3	7.90191e-05
1.4	0.000104551
1.5	0.000130465
1.6	0.000156139
1.7	0.000181267
1.8	0.00020573
1.9	0.00022951
2	0.000252634

