"x"	"y"
1	4.95177e-12
0.85	1.09292e-11
0.7	2.45018e-11
0.55	5.5808e-11
0.4	1.29138e-10
0.25	3.03191e-10
0.1	7.1928e-10
-0.05	1.70819e-09
-0.2	3.99079e-09
-0.35	8.92505e-09
-0.5	1.84544e-08
-0.65	3.41803e-08
-0.8	5.59507e-08
-0.95	8.1758e-08
-1.1	1.0916e-07
-1.25	1.36411e-07
-1.4	1.62603e-07
-1.55	1.87386e-07
-1.7	2.10699e-07
-1.85	2.32607e-07
-2	2.5322e-07

