"x"	"y"
1	7.61576e-10
0.85	1.59399e-09
0.7	3.36996e-09
0.55	7.1758e-09
0.4	1.52907e-08
0.25	3.21962e-08
0.1	6.56233e-08
-0.05	1.26165e-07
-0.2	2.23822e-07
-0.35	3.63298e-07
-0.5	5.42652e-07
-0.65	7.55836e-07
-0.8	9.9578e-07
-0.95	1.25608e-06
-1.1	1.53146e-06
-1.25	1.81769e-06
-1.4	2.11134e-06
-1.55	2.40954e-06
-1.7	2.70987e-06
-1.85	3.01022e-06
-2	3.3088e-06

