"x"	"y"	"x"	"y"
-0.5	2.50079e-14	0	-4.02302e-29
-0.25	4.30279e-13	0.1	-1.56213e-20
0	8.04231e-12	0.2	-8.24888e-20
0.25	1.52846e-10	0.3	-1.05609e-17
0.5	2.70241e-09	0.4	-3.16446e-16
0.75	3.84174e-08	0.5	-2.65112e-15
1	3.19585e-07	0.6	-1.11637e-14
1.25	1.22138e-06	0.7	-3.43358e-14
1.5	2.63475e-06	0.8	-8.14543e-14
1.75	4.12867e-06	0.9	-1.77793e-13
2	5.44948e-06	1	-3.43336e-13
	
