"x"	"y"	"x"	"y"
-0.5	1.3534e-13	0	-4.02302e-29
-0.25	2.52598e-12	0.1	-1.56213e-20
0	5.11114e-11	0.2	-8.24888e-20
0.25	1.03084e-09	0.3	-1.05609e-17
0.5	1.81268e-08	0.4	-3.16446e-16
0.75	2.11099e-07	0.5	-2.65112e-15
1	1.11971e-06	0.6	-1.11637e-14
1.25	3.01205e-06	0.7	-3.43358e-14
1.5	5.59551e-06	0.8	-8.14543e-14
1.75	8.50407e-06	0.9	-1.77793e-13
2	1.14319e-05	1	-3.43336e-13
	
