"x"	"y"	"x"	"y"
-0.5	2.22054e-11	0	-4.02302e-29
-0.25	3.994e-10	0.1	-1.56213e-20
0	7.00607e-09	0.2	-8.24888e-20
0.25	9.926e-08	0.3	-1.05609e-17
0.5	7.72228e-07	0.4	-3.16446e-16
0.75	2.78517e-06	0.5	-2.65112e-15
1	6.16231e-06	0.6	-1.11637e-14
1.25	1.05768e-05	0.7	-3.43358e-14
1.5	1.57544e-05	0.8	-8.14543e-14
1.75	2.14954e-05	0.9	-1.77793e-13
2	2.7646e-05	1	-3.43336e-13
	
