"AcceptorConcentration","ElectricField:0","ElectricField:1","ElectricField:2","AugerRecombination","BandGap","BandgapNarrowing","ConductionBandEnergy","DisplaceCurrentDensity","DonorConcentration","DopingConcentration","ElectronAffinity","ElectrostaticPotential","ImpactIonization","LatticeTemperature","QuasiFermiPotential","SpaceCharge","TotalRecombination","ValenceBandEnergy","eDensity","eEparallel","eImpactIonization","eMobility","eQuasiFermiPotential","eVelocity","hDensity","hEparallel","hImpactIonization","hMobility","hQuasiFermiPotential","hVelocity","srhRecombination","TotalCurrentDensity:0","TotalCurrentDensity:1","TotalCurrentDensity:2","eCurrentDensity:0","eCurrentDensity:1","eCurrentDensity:2","eGradQuasiFermi:0","eGradQuasiFermi:1","eGradQuasiFermi:2","hCurrentDensity:0","hCurrentDensity:1","hCurrentDensity:2","hGradQuasiFermi:0","hGradQuasiFermi:1","hGradQuasiFermi:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0000000000e+17,-3.5575193928e+00,-1.1791662113e+00,-4.5972979895e+01,-1.6718865195e+06,1.1241592308e+00,0.0000000000e+00,9.7578831639e-01,0.0000000000e+00,6.8413235480e+04,-1.0000000000e+17,4.0727403846e+00,-4.1478470553e-01,2.6703699773e-232,3.0000000000e+02,1.0000000000e-01,-1.1789438534e+14,-2.0920944464e+07,-1.4837091438e-01,9.6450714707e+02,0.0000000000e+00,2.6703699773e-232,1.4170000000e+03,4.7510042188e-03,2.6444391718e+06,9.9882105615e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,8.2660255880e-17,8.2885272849e-09,-1.9249057945e+07,-4.4790195730e-11,1.2574699436e-11,-4.9786979833e-10,-6.3666472154e-11,8.4390850772e-15,-3.8170739890e-10,-3.0903177905e+02,-7.3282023485e+00,-1.8491535614e+03,1.8876276424e-11,1.2566260351e-11,-1.1616239943e-10,1.1996170235e-12,2.3349897375e-12,-1.6014096344e-11,1,2.9999999329e-02,1.5000000596e-01,1.9999999553e-02,2.9999999329e-02
1.0000000000e+17,-4.4638984030e+00,-1.4978324363e+00,-5.5106328779e+01,-1.8392634036e+06,1.1241592308e+00,0.0000000000e+00,9.7578308913e-01,0.0000000000e+00,8.6194945550e+04,-1.0000000000e+17,4.0727403846e+00,-4.1477947827e-01,3.3824687970e-232,3.0000000000e+02,1.0000000000e-01,-1.3809303379e+14,-2.3021201779e+07,-1.4837614163e-01,9.4541225468e+02,0.0000000000e+00,3.3824687970e-232,1.4170000000e+03,5.2624133481e-03,2.7419685558e+06,9.9861906966e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,8.6334045970e-17,7.9208134674e-09,-2.1181938375e+07,-3.2608967268e-11,8.7509687713e-12,-4.9202283722e-10,-7.0007629991e-11,8.5644058858e-15,-3.8322937952e-10,-3.4514122819e+02,-9.4811119181e+00,-1.9150473547e+03,3.7398662723e-11,8.7424043654e-12,-1.0879345770e-10,3.2575278158e-12,2.3165461359e-12,-1.4605092155e-11,1,3.2999999821e-02,1.5000000596e-01,1.9999999553e-02,3.2999999821e-02
1.0000000000e+17,-5.3702768504e+00,-1.8164984635e+00,-6.4239671992e+01,-2.0066401838e+06,1.1241592308e+00,0.0000000000e+00,9.7577786188e-01,0.0000000000e+00,1.0397664458e+05,-1.0000000000e+17,4.0727403846e+00,-4.1477425102e-01,4.0945671747e-232,3.0000000000e+02,1.0000000000e-01,-1.5829166970e+14,-2.5121457789e+07,-1.4838136889e-01,9.2631737414e+02,0.0000000000e+00,4.0945671747e-232,1.4170000000e+03,5.7738221599e-03,2.8394978793e+06,9.9841708330e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,9.0007833780e-17,7.5530998783e-09,-2.3114817605e+07,-2.0427746370e-11,4.9272404805e-12,-4.8617587975e-10,-7.6348783891e-11,8.6897266166e-15,-3.8475135920e-10,-3.8125065491e+02,-1.1634020151e+01,-1.9809411070e+03,5.5921037522e-11,4.9185507538e-12,-1.0142452055e-10,5.3154373305e-12,2.2981025456e-12,-1.3196088841e-11,1,3.5999998450e-02,1.5000000596e-01,1.9999999553e-02,3.5999998450e-02
1.0000000000e+17,-2.9396440771e+00,-1.0498981175e+00,-8.4717895461e+01,-2.1730233375e+06,1.1241592308e+00,0.0000000000e+00,9.7576133686e-01,0.0000000000e+00,7.3673922795e+06,-9.9999999993e+16,4.0727403846e+00,-4.1475772600e-01,2.7883568577e-120,3.0000000000e+02,1.0000000000e-01,-2.2175229447e+14,-2.7256885415e+07,-1.4839789390e-01,9.0737100716e+02,0.0000000000e+00,2.7883568577e-120,1.4170000000e+03,6.3496545615e-03,2.9227018594e+06,9.9778247698e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,9.3681632424e-17,7.4391755060e-09,-2.5083862077e+07,-2.1835510216e-11,2.1026146604e-13,-4.8363239166e-10,-8.3409585370e-11,8.2053331559e-15,-3.8503710445e-10,-4.2996908031e+02,-9.6861909999e+00,-2.0282884925e+03,6.1574075154e-11,2.0205613288e-13,-9.8595287215e-11,5.9743063842e-12,1.7914839519e-12,-1.2587838811e-11,1,3.9000000805e-02,1.5000000596e-01,1.9999999553e-02,3.9000000805e-02
1.0000000000e+17,2.8280010597e+00,8.0197315168e-01,-1.1654094164e+02,-2.3384123806e+06,1.1241592308e+00,0.0000000000e+00,9.7573351412e-01,0.0000000000e+00,2.1876427027e+07,-9.9999999978e+16,4.0727403846e+00,-4.1472990326e-01,8.3650650373e-120,3.0000000000e+02,1.0000000000e-01,-3.2847476570e+14,-2.9427478480e+07,-1.4842571665e-01,8.8857320898e+02,0.0000000000e+00,8.3650650373e-120,1.4170000000e+03,6.9899088941e-03,2.9915800947e+06,9.9671525212e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,9.7355420233e-17,7.5790394683e-09,-2.7089066100e+07,-3.6832106091e-11,-5.3998661489e-12,-4.8439230699e-10,-9.1189994432e-11,7.1112309504e-15,-3.8408661194e-10,-4.9129625285e+02,-3.6376137352e+00,-2.0570892456e+03,5.4357888341e-11,-5.4069773798e-12,-1.0030569505e-10,5.2341470399e-12,7.9670412621e-13,-1.2780337853e-11,1,4.1999999434e-02,1.5000000596e-01,1.9999999553e-02,4.1999999434e-02
1.0000000000e+17,8.5956533586e+00,2.6538467205e+00,-1.4836402733e+02,-2.5038016291e+06,1.1241592308e+00,0.0000000000e+00,9.7570569135e-01,0.0000000000e+00,3.6385479792e+07,-9.9999999964e+16,4.0727403846e+00,-4.1470208048e-01,1.3941780142e-119,3.0000000000e+02,1.0000000000e-01,-4.3519736945e+14,-3.1598074241e+07,-1.4845353942e-01,8.6977538745e+02,0.0000000000e+00,1.3941780142e-119,1.4170000000e+03,7.6301640217e-03,3.0604584156e+06,9.9564802594e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.0102921260e-16,7.7189036043e-09,-2.9094272612e+07,-5.1828720588e-11,-1.1010000730e-11,-4.8515222326e-10,-9.8970413156e-11,6.0171273863e-15,-3.8313611824e-10,-5.5262350155e+02,2.4109710403e+00,-2.0858900344e+03,4.7141692568e-11,-1.1016017858e-11,-1.0201610502e-10,4.4939867764e-12,-1.9807693480e-13,-1.2972837134e-11,1,4.5000001788e-02,1.5000000596e-01,1.9999999553e-02,4.5000001788e-02
1.0000000000e+17,1.4363298495e+01,4.5057179897e+00,-1.8018707351e+02,-2.6691906723e+06,1.1241592308e+00,0.0000000000e+00,9.7567786861e-01,0.0000000000e+00,5.0894514540e+07,-9.9999999949e+16,4.0727403846e+00,-4.1467425774e-01,1.9518488321e-119,3.0000000000e+02,1.0000000000e-01,-5.4191984068e+14,-3.3768667307e+07,-1.4848136216e-01,8.5097758926e+02,0.0000000000e+00,1.9518488321e-119,1.4170000000e+03,8.2704183542e-03,3.1293366509e+06,9.9458080108e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.0470300041e-16,7.8587675666e-09,-3.1099476635e+07,-6.6825316463e-11,-1.6620128345e-11,-4.8591213859e-10,-1.0675082222e-10,4.9230251808e-15,-3.8218562573e-10,-6.1395067409e+02,8.4595483050e+00,-2.1146907875e+03,3.9925505755e-11,-1.6625051370e-11,-1.0372651285e-10,3.7538274320e-12,-1.1928567605e-12,-1.3165336175e-11,1,4.8000000417e-02,1.5000000596e-01,1.9999999553e-02,4.8000000417e-02
1.0000000000e+17,2.0130943632e+01,6.3575892589e+00,-2.1201011969e+02,-2.8345797154e+06,1.1241592308e+00,0.0000000000e+00,9.7565004587e-01,0.0000000000e+00,6.5403549288e+07,-9.9999999935e+16,4.0727403846e+00,-4.1464643500e-01,2.5095196501e-119,3.0000000000e+02,1.0000000000e-01,-6.4864231191e+14,-3.5939260373e+07,-1.4850918490e-01,8.3217979108e+02,0.0000000000e+00,2.5095196501e-119,1.4170000000e+03,8.9106726867e-03,3.1982148862e+06,9.9351357623e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.0837678822e-16,7.9986315289e-09,-3.3104680658e+07,-8.1821912338e-11,-2.2230255960e-11,-4.8667205392e-10,-1.1453123128e-10,3.8289229753e-15,-3.8123513322e-10,-6.7527784663e+02,1.4508125570e+01,-2.1434915405e+03,3.2709318942e-11,-2.2234084883e-11,-1.0543692069e-10,3.0136680876e-12,-2.1876365863e-12,-1.3357835217e-11,1,5.0999999046e-02,1.5000000596e-01,1.9999999553e-02,5.0999999046e-02
1.0000000000e+17,2.5898595931e+01,8.2094628278e+00,-2.4383320538e+02,-2.9999689639e+06,1.1241592308e+00,0.0000000000e+00,9.7562222309e-01,0.0000000000e+00,7.9912602052e+07,-9.9999999920e+16,4.0727403846e+00,-4.1461861223e-01,3.0671911605e-119,3.0000000000e+02,1.0000000000e-01,-7.5536491566e+14,-3.8109856134e+07,-1.4853700768e-01,8.1338196955e+02,0.0000000000e+00,3.0671911605e-119,1.4170000000e+03,9.5509278143e-03,3.2670932071e+06,9.9244635004e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.1205058060e-16,8.1384956648e-09,-3.5109887170e+07,-9.6818526836e-11,-2.7840390541e-11,-4.8743197019e-10,-1.2231165000e-10,2.7348194112e-15,-3.8028463953e-10,-7.3660509533e+02,2.0556710345e+01,-2.1722923294e+03,2.5493123168e-11,-2.7843125361e-11,-1.0714733066e-10,2.2735078241e-12,-3.1824176473e-12,-1.3550334498e-11,1,5.4000001401e-02,1.5000000596e-01,1.9999999553e-02,5.4000001401e-02
1.0000000000e+17,3.1666241068e+01,1.0061334097e+01,-2.7565625156e+02,-3.1653580070e+06,1.1241592308e+00,0.0000000000e+00,9.7559440035e-01,0.0000000000e+00,9.4421636800e+07,-9.9999999906e+16,4.0727403846e+00,-4.1459078948e-01,3.6248619785e-119,3.0000000000e+02,1.0000000000e-01,-8.6208738689e+14,-4.0280449200e+07,-1.4856483042e-01,7.9458417136e+02,0.0000000000e+00,3.6248619785e-119,1.4170000000e+03,1.0191182147e-02,3.3359714424e+06,9.9137912519e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.1572436840e-16,8.2783596271e-09,-3.7115091193e+07,-1.1181512271e-10,-3.3450518156e-11,-4.8819188551e-10,-1.3009205907e-10,1.6407172057e-15,-3.7933414702e-10,-7.9793226787e+02,2.6605287610e+01,-2.2010930824e+03,1.8276936356e-11,-3.3452158874e-11,-1.0885773849e-10,1.5333484797e-12,-4.1771974730e-12,-1.3742833540e-11,1,5.7000000030e-02,1.5000000596e-01,1.9999999553e-02,5.7000000030e-02
1.0000000000e+17,3.7433886205e+01,1.1913205366e+01,-3.0747929774e+02,-3.3307470501e+06,1.1241592308e+00,0.0000000000e+00,9.7556657761e-01,0.0000000000e+00,1.0893067155e+08,-9.9999999891e+16,4.0727403846e+00,-4.1456296674e-01,4.1825327965e-119,3.0000000000e+02,1.0000000000e-01,-9.6880985812e+14,-4.2451042266e+07,-1.4859265316e-01,7.7578637318e+02,0.0000000000e+00,4.1825327965e-119,1.4170000000e+03,1.0831436479e-02,3.4048496777e+06,9.9031190033e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.1939815621e-16,8.4182235894e-09,-3.9120295216e+07,-1.2681171859e-10,-3.9060645771e-11,-4.8895180084e-10,-1.3787246813e-10,5.4661500019e-16,-3.7838365451e-10,-8.5925944041e+02,3.2653864874e+01,-2.2298938355e+03,1.1060749543e-11,-3.9061192386e-11,-1.1056814633e-10,7.9318913531e-13,-5.1719772987e-12,-1.3935332582e-11,1,5.9999998659e-02,1.5000000596e-01,1.9999999553e-02,5.9999998659e-02
1.0000000000e+17,4.3201538503e+01,1.3765078935e+01,-3.3930238343e+02,-3.4961362986e+06,1.1241592308e+00,0.0000000000e+00,9.7553875483e-01,0.0000000000e+00,1.2343972431e+08,-9.9999999877e+16,4.0727403846e+00,-4.1453514397e-01,4.7402043069e-119,3.0000000000e+02,1.0000000000e-01,-1.0755324619e+15,-4.4621638027e+07,-1.4862047594e-01,7.5698855165e+02,0.0000000000e+00,4.7402043069e-119,1.4170000000e+03,1.1471691607e-02,3.4737279986e+06,9.8924467415e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.2307194859e-16,8.5580877254e-09,-4.1125501728e+07,-1.4180833308e-10,-4.4670780353e-11,-4.8971171711e-10,-1.4565288685e-10,-5.4748856392e-16,-3.7743316082e-10,-9.2058668911e+02,3.8702449650e+01,-2.2586946243e+03,3.8445537691e-12,-4.4670232864e-11,-1.1227855630e-10,5.3028871821e-14,-6.1667583597e-12,-1.4127831862e-11,1,6.3000001013e-02,1.5000000596e-01,1.9999999553e-02,6.3000001013e-02
1.0000000000e+17,4.8969183640e+01,1.5616950204e+01,-3.7112542961e+02,-3.6615253417e+06,1.1241592308e+00,0.0000000000e+00,9.7551093209e-01,0.0000000000e+00,1.3794875906e+08,-9.9999999862e+16,4.0727403846e+00,-4.1450732123e-01,5.2978751249e-119,3.0000000000e+02,1.0000000000e-01,-1.1822549331e+15,-4.6792231093e+07,-1.4864829868e-01,7.3819075346e+02,0.0000000000e+00,5.2978751249e-119,1.4170000000e+03,1.2111945940e-02,3.5426062339e+06,9.8817744929e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.2674573640e-16,8.6979516876e-09,-4.3130705751e+07,-1.5680492896e-10,-5.0280907967e-11,-4.9047163244e-10,-1.5343329591e-10,-1.6415907694e-15,-3.7648266831e-10,-9.8191386165e+02,4.4751026915e+01,-2.2874953774e+03,-3.3716330438e-12,-5.0279266377e-11,-1.1398896413e-10,-6.8713047257e-13,-7.1615381854e-12,-1.4320330904e-11,1,6.5999999642e-02,1.5000000596e-01,1.9999999553e-02,6.5999999642e-02
1.0000000000e+17,5.4736828777e+01,1.7468821473e+01,-4.0294847579e+02,-3.8269143848e+06,1.1241592308e+00,0.0000000000e+00,9.7548310935e-01,0.0000000000e+00,1.5245779381e+08,-9.9999999848e+16,4.0727403846e+00,-4.1447949849e-01,5.8555459428e-119,3.0000000000e+02,1.0000000000e-01,-1.2889774043e+15,-4.8962824158e+07,-1.4867612142e-01,7.1939295528e+02,0.0000000000e+00,5.8555459428e-119,1.4170000000e+03,1.2752200272e-02,3.6114844692e+06,9.8711022443e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.3041952420e-16,8.8378156499e-09,-4.5135909774e+07,-1.7180152483e-10,-5.5891035582e-11,-4.9123154777e-10,-1.6121370498e-10,-2.7356929749e-15,-3.7553217579e-10,-1.0432410342e+03,5.0799604179e+01,-2.3162961304e+03,-1.0587819857e-11,-5.5888299889e-11,-1.1569937197e-10,-1.4272898170e-12,-8.1563180112e-12,-1.4512829946e-11,1,6.8999998271e-02,1.5000000596e-01,1.9999999553e-02,6.8999998271e-02
1.0000000000e+17,6.0504473914e+01,1.9320692743e+01,-4.3477152196e+02,-3.9923034280e+06,1.1241592308e+00,0.0000000000e+00,9.7545528661e-01,0.0000000000e+00,1.6696682856e+08,-9.9999999833e+16,4.0727403846e+00,-4.1445167574e-01,6.4132167608e-119,3.0000000000e+02,1.0000000000e-01,-1.3956998756e+15,-5.1133417224e+07,-1.4870394416e-01,7.0059515709e+02,0.0000000000e+00,6.4132167608e-119,1.4170000000e+03,1.3392454605e-02,3.6803627045e+06,9.8604299957e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.3409331201e-16,8.9776796122e-09,-4.7141113796e+07,-1.8679812071e-10,-6.1501163197e-11,-4.9199146309e-10,-1.6899411404e-10,-3.8297951804e-15,-3.7458168328e-10,-1.1045682067e+03,5.6848181444e+01,-2.3450968835e+03,-1.7804006669e-11,-6.1497333402e-11,-1.1740977981e-10,-2.1674491613e-12,-9.1510978369e-12,-1.4705328988e-11,1,7.1999996901e-02,1.5000000596e-01,1.9999999553e-02,7.1999996901e-02
1.0000000000e+17,6.6272060773e+01,2.1172475594e+01,-4.6659493844e+02,-4.1576928962e+06,1.1241592308e+00,0.0000000000e+00,9.7542746355e-01,0.0000000000e+00,1.8148318325e+08,-9.9999999819e+16,4.0727403846e+00,-4.1442385269e-01,4.4433356139e-50,3.0000000000e+02,1.0000000000e-01,-1.5024234959e+15,-5.3304017333e+07,-1.4873176722e-01,6.8179730789e+02,0.0000000000e+00,4.4433356139e-50,1.4170000000e+03,1.4032711257e-02,3.7492414018e+06,9.8497576323e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.3776711625e-16,9.1175446607e-09,-4.9146324436e+07,-2.0179473791e-10,-6.7111281734e-11,-4.9275138840e-10,-1.7677454518e-10,-4.9238083708e-15,-3.7363119939e-10,-1.1658955664e+03,6.2896745035e+01,-2.3738978487e+03,-2.5020192730e-11,-6.7106357926e-11,-1.1912018901e-10,-2.9076090734e-12,-1.0145877204e-11,-1.4897830095e-11,1,7.5000002980e-02,1.5000000596e-01,1.9999999553e-02,7.5000002980e-02
1.0000000000e+17,6.2026880892e+00,-7.0068370576e+01,-7.8549100388e+02,-4.2669814747e+06,1.1241592308e+00,0.0000000000e+00,9.7516627507e-01,0.0000000000e+00,6.5592881103e+09,-9.9999993441e+16,4.0727403846e+00,-4.1416266421e-01,4.4728104765e-44,3.0000000000e+02,1.0000000000e-01,-2.4372885636e+15,-5.6137089863e+07,-1.4899295570e-01,6.6719417072e+02,0.0000000000e+00,4.4728104765e-44,1.4170000000e+03,1.4938358945e-02,4.0041741125e+06,9.7562704877e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.4511469187e-16,9.7629986923e-09,-5.1870108388e+07,-2.3379361030e-10,-6.4589760741e-11,-5.0299525863e-10,-2.0423689284e-10,8.3790819520e-14,-3.8020574524e-10,-1.3397278059e+03,5.1063963339e+01,-2.4641255789e+03,-2.9556717467e-11,-6.4673551561e-11,-1.2278951339e-10,-4.0422117442e-12,-1.0020508710e-11,-1.6573333340e-11,1,7.8000001609e-02,1.5000000596e-01,1.9999999553e-02,7.8000001609e-02
1.0000000000e+17,-5.3866684595e+01,-1.6130921675e+02,-1.1043870693e+03,-4.3762700532e+06,1.1241592308e+00,0.0000000000e+00,9.7490508659e-01,0.0000000000e+00,1.2937093037e+10,-9.9999987063e+16,4.0727403846e+00,-4.1390147572e-01,8.9456165098e-44,3.0000000000e+02,1.0000000000e-01,-3.3721536314e+15,-5.8970162393e+07,-1.4925414418e-01,6.5259103356e+02,0.0000000000e+00,8.9456165098e-44,1.4170000000e+03,1.5844006633e-02,4.2591068232e+06,9.6627833432e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.5246226748e-16,1.0408452724e-08,-5.4593892339e+07,-2.6579248270e-10,-6.2068239748e-11,-5.1323912886e-10,-2.3169924050e-10,1.7250544741e-13,-3.8678029110e-10,-1.5135600453e+03,3.9231181642e+01,-2.5543533092e+03,-3.4093242204e-11,-6.2240745195e-11,-1.2645883776e-10,-5.1768144149e-12,-9.8951402155e-12,-1.8248836585e-11,1,8.1000000238e-02,1.5000000596e-01,1.9999999553e-02,8.1000000238e-02
1.0000000000e+17,-1.1393605728e+02,-2.5255006292e+02,-1.4232831348e+03,-4.4855586317e+06,1.1241592308e+00,0.0000000000e+00,9.7464389811e-01,0.0000000000e+00,1.9314897964e+10,-9.9999980685e+16,4.0727403846e+00,-4.1364028724e-01,1.3418422543e-43,3.0000000000e+02,1.0000000000e-01,-4.3070186991e+15,-6.1803234923e+07,-1.4951533266e-01,6.3798789640e+02,0.0000000000e+00,1.3418422543e-43,1.4170000000e+03,1.6749654321e-02,4.5140395340e+06,9.5692961986e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.5980984310e-16,1.1053906755e-08,-5.7317676291e+07,-2.9779135510e-10,-5.9546718755e-11,-5.2348299909e-10,-2.5916158816e-10,2.6122007530e-13,-3.9335483695e-10,-1.6873922848e+03,2.7398399945e+01,-2.6445810394e+03,-3.8629766940e-11,-5.9807938830e-11,-1.3012816213e-10,-6.3114170857e-12,-9.7697717213e-12,-1.9924339830e-11,1,8.3999998868e-02,1.5000000596e-01,1.9999999553e-02,8.3999998868e-02
1.0000000000e+17,-1.7400542996e+02,-3.4379090909e+02,-1.7421792002e+03,-4.5948472102e+06,1.1241592308e+00,0.0000000000e+00,9.7438270963e-01,0.0000000000e+00,2.5692702891e+10,-9.9999974307e+16,4.0727403846e+00,-4.1337909876e-01,1.7891228576e-43,3.0000000000e+02,1.0000000000e-01,-5.2418837669e+15,-6.4636307453e+07,-1.4977652114e-01,6.2338475923e+02,0.0000000000e+00,1.7891228576e-43,1.4170000000e+03,1.7655302008e-02,4.7689722447e+06,9.4758090540e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.6715741872e-16,1.1699360787e-08,-6.0041460243e+07,-3.2979022750e-10,-5.7025197761e-11,-5.3372686932e-10,-2.8662393582e-10,3.4993470319e-13,-3.9992938281e-10,-1.8612245243e+03,1.5565618249e+01,-2.7348087696e+03,-4.3166291677e-11,-5.7375132465e-11,-1.3379748651e-10,-7.4460197565e-12,-9.6444032271e-12,-2.1599843075e-11,1,8.6999997497e-02,1.5000000596e-01,1.9999999553e-02,8.6999997497e-02
1.0000000000e+17,-2.3407495183e+02,-4.3503198185e+02,-2.0610760576e+03,-4.7041360602e+06,1.1241592308e+00,0.0000000000e+00,9.7412152050e-01,0.0000000000e+00,3.2070523658e+10,-9.9999967929e+16,4.0727403846e+00,-4.1311790963e-01,2.2364045718e-43,3.0000000000e+02,1.0000000000e-01,-6.1767511564e+15,-6.7469387019e+07,-1.5003771027e-01,6.0878158580e+02,0.0000000000e+00,2.2364045718e-43,1.4170000000e+03,1.8560951946e-02,5.0239055885e+06,9.3823216773e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.7450501259e-16,1.2344816422e-08,-6.2765250959e+07,-3.6178917937e-10,-5.4503670506e-11,-5.4397076499e-10,-3.1408635169e-10,4.3864955141e-13,-4.0650394499e-10,-2.0350571955e+03,3.7328071651e+00,-2.8250367239e+03,-4.7702827680e-11,-5.4942320057e-11,-1.3746681999e-10,-8.5806252451e-12,-9.5190344216e-12,-2.3275350481e-11,1,9.0000003576e-02,1.5000000596e-01,1.9999999553e-02,9.0000003576e-02
1.0000000000e+17,-2.9414432451e+02,-5.2627282802e+02,-2.3799721231e+03,-4.8134246387e+06,1.1241592308e+00,0.0000000000e+00,9.7386033202e-01,0.0000000000e+00,3.8448328585e+10,-9.9999961552e+16,4.0727403846e+00,-4.1285672115e-01,2.6836851751e-43,3.0000000000e+02,1.0000000000e-01,-7.1116162242e+15,-7.0302459549e+07,-1.5029889875e-01,5.9417844864e+02,0.0000000000e+00,2.6836851751e-43,1.4170000000e+03,1.9466599634e-02,5.2788382992e+06,9.2888345328e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.8185258821e-16,1.2990270453e-08,-6.5489034910e+07,-3.9378805177e-10,-5.1982149513e-11,-5.5421463521e-10,-3.4154869935e-10,5.2736417930e-13,-4.1307849085e-10,-2.2088894349e+03,-8.0999745315e+00,-2.9152644542e+03,-5.2239352417e-11,-5.2509513692e-11,-1.4113614437e-10,-9.7152279158e-12,-9.3936659274e-12,-2.4950853726e-11,1,9.3000002205e-02,1.5000000596e-01,1.9999999553e-02,9.3000002205e-02
1.0000000000e+17,-3.4847546992e+02,-5.0909401924e+02,-2.7109978043e+03,-4.9226869277e+06,1.1241592308e+00,0.0000000000e+00,9.7359903675e-01,0.0000000000e+00,4.4826133512e+10,-9.9999955174e+16,4.0727403846e+00,-4.1259542588e-01,3.1310812685e-43,3.0000000000e+02,1.0000000000e-01,-8.0468352937e+15,-7.3135794622e+07,-1.5056019402e-01,5.7957798449e+02,0.0000000000e+00,3.1310812685e-43,1.4170000000e+03,2.0372213358e-02,5.5354292221e+06,9.1953119880e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.8782248887e-16,1.3477311568e-08,-6.8213107694e+07,-4.2405737996e-10,-4.8265265497e-11,-5.6205958955e-10,-3.6904345773e-10,5.5143936206e-13,-4.1854530631e-10,-2.3863817436e+03,-2.4414883299e+01,-3.0131677718e+03,-5.5013922227e-11,-4.8816704859e-11,-1.4351428324e-10,-1.0444917839e-11,-8.9365298134e-12,-2.6285395489e-11,1,9.6000000834e-02,1.5000000596e-01,1.9999999553e-02,9.6000000834e-02
1.0000000000e+17,-4.0089389808e+02,-4.5577580117e+02,-3.0460666375e+03,-5.0319404537e+06,1.1241592308e+00,0.0000000000e+00,9.7333770588e-01,0.0000000000e+00,5.1203938439e+10,-9.9999948796e+16,4.0727403846e+00,-4.1233409501e-01,3.5785158581e-43,3.0000000000e+02,1.0000000000e-01,-8.9821723623e+15,-7.5969217207e+07,-1.5082152489e-01,5.6497841133e+02,0.0000000000e+00,3.5785158581e-43,1.4170000000e+03,2.1277815761e-02,5.7925728752e+06,9.1017776434e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.9333317058e-16,1.3911549072e-08,-7.0937276754e+07,-4.5375020100e-10,-4.4149932385e-11,-5.6910491577e-10,-3.9654901954e-10,5.5396834673e-13,-4.2364288317e-10,-2.5650940592e+03,-4.2223814757e+01,-3.1136295849e+03,-5.7201181459e-11,-4.4703900732e-11,-1.4546203261e-10,-1.1039638622e-11,-8.3688059486e-12,-2.7506284921e-11,1,9.8999999464e-02,1.5000000596e-01,1.9999999553e-02,9.8999999464e-02
1.0000000000e+17,-4.5331232624e+02,-4.0245758311e+02,-3.3811354707e+03,-5.1411939796e+06,1.1241592308e+00,0.0000000000e+00,9.7307637501e-01,0.0000000000e+00,5.7581743366e+10,-9.9999942418e+16,4.0727403846e+00,-4.1207276414e-01,4.0259504477e-43,3.0000000000e+02,1.0000000000e-01,-9.9175094308e+15,-7.8802639793e+07,-1.5108285576e-01,5.5037883817e+02,0.0000000000e+00,4.0259504477e-43,1.4170000000e+03,2.2183418163e-02,6.0497165283e+06,9.0082432987e+16,0.0000000000e+00,0.0000000000e+00,4.7050000000e+02,1.9884385229e-16,1.4345786576e-08,-7.3661445813e+07,-4.8344302204e-10,-4.0034599273e-11,-5.7615024200e-10,-4.2405458135e-10,5.5649733139e-13,-4.2874046002e-10,-2.7438063748e+03,-6.0032746215e+01,-3.2140913981e+03,-5.9388440691e-11,-4.0591096605e-11,-1.4740978198e-10,-1.1634359405e-11,-7.8010820837e-12,-2.8727174353e-11,1,1.0199999809e-01,1.5000000596e-01,1.9999999553e-02,1.0199999809e-01
