#AcceptorConcentration	ElectricField:0	ElectricField:1	ElectricField:2	AugerRecombination	BandGap	BandgapNarrowing	ConductionBandEnergy	DisplaceCurrentDensity	DonorConcentration	DopingConcentration	ElectronAffinity	ElectrostaticPotential	ImpactIonization	LatticeTemperature	QuasiFermiPotential	SpaceCharge	TotalRecombination	ValenceBandEnergy	eDensity	eEparallel	eImpactIonization	eMobility	eQuasiFermiPotential	eVelocity	hDensity	hEparallel	hImpactIonization	hMobility	hQuasiFermiPotential	hVelocity	srhRecombination	TotalCurrentDensity:0	TotalCurrentDensity:1	TotalCurrentDensity:2	eCurrentDensity:0	eCurrentDensity:1	eCurrentDensity:2	eGradQuasiFermi:0	eGradQuasiFermi:1	eGradQuasiFermi:2	hCurrentDensity:0	hCurrentDensity:1	hCurrentDensity:2	hGradQuasiFermi:0	hGradQuasiFermi:1	hGradQuasiFermi:2	vtkValidPointMask	arc_length	Points:0	Points:1	Points:2
1.00E+017	4.93E-003	5.38E-003	-5.83E+000	3.61E-008	1.12E+000	0.00E+000	9.76E-001	0.00E+000	1.92E+001	-1.00E+017	4.07E+000	-4.15E-001	0.00E+000	3.00E+002	0.00E+000	-1.05E+003	4.51E-007	-1.48E-001	1.16E+003	0.00E+000	0.00E+000	1.42E+003	0.00E+000	2.08E+006	1.00E+017	0.00E+000	0.00E+000	4.71E+002	2.30E-017	6.35E-009	4.15E-007	-3.62E-011	-1.35E-011	-4.62E-010	-6.08E-012	1.93E-015	-3.65E-010	-3.19E+001	4.19E+000	-1.48E+003	-3.01E-011	-1.35E-011	-9.63E-011	-4.58E-012	-8.15E-013	-1.82E-011	1	0.00E+000	1.50E-001	2.00E-002	0.00E+000
1.00E+017	-2.12E-002	7.05E-003	-6.77E+000	-1.67E+005	1.12E+000	0.00E+000	9.76E-001	0.00E+000	2.93E+002	-1.00E+017	4.07E+000	-4.15E-001	1.02E-292	3.00E+002	1.60E-002	-6.74E+012	-2.09E+006	-1.48E-001	1.14E+003	0.00E+000	1.02E-292	1.42E+003	4.53E-004	2.11E+006	1.00E+017	0.00E+000	0.00E+000	4.71E+002	3.03E-017	6.88E-009	-1.92E+006	-4.49E-011	-6.99E-012	-4.71E-010	-1.15E-011	2.89E-015	-3.67E-010	-5.46E+001	3.64E+000	-1.50E+003	-3.34E-011	-7.00E-012	-1.04E-010	-4.89E-012	-3.00E-013	-1.87E-011	1	3.00E-003	1.50E-001	2.00E-002	3.00E-003
1.00E+017	-4.74E-002	8.72E-003	-7.72E+000	-3.34E+005	1.12E+000	0.00E+000	9.76E-001	0.00E+000	5.67E+002	-1.00E+017	4.07E+000	-4.15E-001	2.04E-292	3.00E+002	3.20E-002	-1.35E+013	-4.17E+006	-1.48E-001	1.12E+003	0.00E+000	2.04E-292	1.42E+003	9.07E-004	2.14E+006	1.00E+017	0.00E+000	0.00E+000	4.71E+002	3.77E-017	7.41E-009	-3.84E+006	-5.36E-011	-5.34E-013	-4.80E-010	-1.69E-011	3.86E-015	-3.69E-010	-7.73E+001	3.09E+000	-1.52E+003	-3.67E-011	-5.38E-013	-1.11E-010	-5.20E-012	2.15E-013	-1.92E-011	1	6.00E-003	1.50E-001	2.00E-002	6.00E-003
1.00E+017	-7.36E-002	1.04E-002	-8.66E+000	-5.01E+005	1.12E+000	0.00E+000	9.76E-001	0.00E+000	8.41E+002	-1.00E+017	4.07E+000	-4.15E-001	3.06E-292	3.00E+002	4.80E-002	-2.02E+013	-6.26E+006	-1.48E-001	1.10E+003	0.00E+000	3.06E-292	1.42E+003	1.36E-003	2.17E+006	1.00E+017	0.00E+000	0.00E+000	4.71E+002	4.50E-017	7.94E-009	-5.76E+006	-6.23E-011	5.92E-012	-4.90E-010	-2.23E-011	4.83E-015	-3.71E-010	-9.99E+001	2.54E+000	-1.54E+003	-3.99E-011	5.92E-012	-1.19E-010	-5.51E-012	7.30E-013	-1.97E-011	1	9.00E-003	1.50E-001	2.00E-002	9.00E-003
1.00E+017	-9.97E-002	1.21E-002	-9.60E+000	-6.68E+005	1.12E+000	0.00E+000	9.76E-001	0.00E+000	1.12E+003	-1.00E+017	4.07E+000	-4.15E-001	4.08E-292	3.00E+002	6.40E-002	-2.70E+013	-8.35E+006	-1.48E-001	1.08E+003	0.00E+000	4.08E-292	1.42E+003	1.81E-003	2.21E+006	1.00E+017	0.00E+000	0.00E+000	4.71E+002	5.24E-017	8.47E-009	-7.68E+006	-7.09E-011	1.24E-011	-4.99E-010	-2.77E-011	5.79E-015	-3.72E-010	-1.23E+002	1.99E+000	-1.56E+003	-4.32E-011	1.24E-011	-1.27E-010	-5.82E-012	1.25E-012	-2.02E-011	1	1.20E-002	1.50E-001	2.00E-002	1.20E-002
1.00E+017	-1.26E-001	1.37E-002	-1.05E+001	-8.35E+005	1.12E+000	0.00E+000	9.76E-001	0.00E+000	1.39E+003	-1.00E+017	4.07E+000	-4.15E-001	5.10E-292	3.00E+002	8.00E-002	-3.37E+013	-1.04E+007	-1.48E-001	1.06E+003	0.00E+000	5.10E-292	1.42E+003	2.27E-003	2.24E+006	1.00E+017	0.00E+000	0.00E+000	4.71E+002	5.97E-017	9.00E-009	-9.60E+006	-7.96E-011	1.88E-011	-5.08E-010	-3.31E-011	6.76E-015	-3.74E-010	-1.45E+002	1.43E+000	-1.58E+003	-4.65E-011	1.88E-011	-1.34E-010	-6.13E-012	1.76E-012	-2.07E-011	1	1.50E-002	1.50E-001	2.00E-002	1.50E-002
1.00E+017	-1.52E-001	1.54E-002	-1.15E+001	-1.00E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	1.66E+003	-1.00E+017	4.07E+000	-4.15E-001	6.12E-292	3.00E+002	9.60E-002	-4.05E+013	-1.25E+007	-1.48E-001	1.04E+003	0.00E+000	6.12E-292	1.42E+003	2.72E-003	2.27E+006	1.00E+017	0.00E+000	0.00E+000	4.71E+002	6.70E-017	9.53E-009	-1.15E+007	-8.83E-011	2.53E-011	-5.17E-010	-3.85E-011	7.73E-015	-3.76E-010	-1.68E+002	8.83E-001	-1.60E+003	-4.98E-011	2.53E-011	-1.42E-010	-6.44E-012	2.28E-012	-2.12E-011	1	1.80E-002	1.50E-001	2.00E-002	1.80E-002
1.00E+017	-8.38E-001	-2.23E-001	-1.86E+001	-1.17E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	1.51E+004	-1.00E+017	4.07E+000	-4.15E-001	5.34E-233	3.00E+002	1.00E-001	-5.73E+013	-1.46E+007	-1.48E-001	1.02E+003	0.00E+000	5.34E-233	1.42E+003	3.22E-003	2.35E+006	9.99E+016	0.00E+000	0.00E+000	4.71E+002	7.16E-017	9.39E-009	-1.35E+007	-8.13E-011	2.40E-011	-5.15E-010	-4.46E-011	8.06E-015	-3.77E-010	-2.01E+002	-8.69E-001	-1.65E+003	-3.67E-011	2.40E-011	-1.38E-010	-4.97E-012	2.39E-012	-2.02E-011	1	2.10E-002	1.50E-001	2.00E-002	2.10E-002
1.00E+017	-1.74E+000	-5.42E-001	-2.77E+001	-1.34E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	3.28E+004	-1.00E+017	4.07E+000	-4.15E-001	1.25E-232	3.00E+002	1.00E-001	-7.75E+013	-1.67E+007	-1.48E-001	1.00E+003	0.00E+000	1.25E-232	1.42E+003	3.73E-003	2.45E+006	9.99E+016	0.00E+000	0.00E+000	4.71E+002	7.53E-017	9.02E-009	-1.54E+007	-6.92E-011	2.02E-011	-5.10E-010	-5.10E-011	8.19E-015	-3.79E-010	-2.37E+002	-3.02E+000	-1.72E+003	-1.82E-011	2.02E-011	-1.31E-010	-2.92E-012	2.37E-012	-1.88E-011	1	2.40E-002	1.50E-001	2.00E-002	2.40E-002
1.00E+017	-2.65E+000	-8.61E-001	-3.68E+001	-1.50E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	5.06E+004	-1.00E+017	4.07E+000	-4.15E-001	1.96E-232	3.00E+002	1.00E-001	-9.77E+013	-1.88E+007	-1.48E-001	9.84E+002	0.00E+000	1.96E-232	1.42E+003	4.24E-003	2.55E+006	9.99E+016	0.00E+000	0.00E+000	4.71E+002	7.90E-017	8.66E-009	-1.73E+007	-5.70E-011	1.64E-011	-5.04E-010	-5.73E-011	8.31E-015	-3.80E-010	-2.73E+002	-5.18E+000	-1.78E+003	3.54E-013	1.64E-011	-1.24E-010	-8.58E-013	2.35E-012	-1.74E-011	1	2.70E-002	1.50E-001	2.00E-002	2.70E-002
1.00E+017	-3.56E+000	-1.18E+000	-4.60E+001	-1.67E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	6.84E+004	-1.00E+017	4.07E+000	-4.15E-001	2.67E-232	3.00E+002	1.00E-001	-1.18E+014	-2.09E+007	-1.48E-001	9.65E+002	0.00E+000	2.67E-232	1.42E+003	4.75E-003	2.64E+006	9.99E+016	0.00E+000	0.00E+000	4.71E+002	8.27E-017	8.29E-009	-1.92E+007	-4.48E-011	1.26E-011	-4.98E-010	-6.37E-011	8.44E-015	-3.82E-010	-3.09E+002	-7.33E+000	-1.85E+003	1.89E-011	1.26E-011	-1.16E-010	1.20E-012	2.33E-012	-1.60E-011	1	3.00E-002	1.50E-001	2.00E-002	3.00E-002
1.00E+017	-4.46E+000	-1.50E+000	-5.51E+001	-1.84E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	8.62E+004	-1.00E+017	4.07E+000	-4.15E-001	3.38E-232	3.00E+002	1.00E-001	-1.38E+014	-2.30E+007	-1.48E-001	9.45E+002	0.00E+000	3.38E-232	1.42E+003	5.26E-003	2.74E+006	9.99E+016	0.00E+000	0.00E+000	4.71E+002	8.63E-017	7.92E-009	-2.12E+007	-3.26E-011	8.75E-012	-4.92E-010	-7.00E-011	8.56E-015	-3.83E-010	-3.45E+002	-9.48E+000	-1.92E+003	3.74E-011	8.74E-012	-1.09E-010	3.26E-012	2.32E-012	-1.46E-011	1	3.30E-002	1.50E-001	2.00E-002	3.30E-002
1.00E+017	-5.37E+000	-1.82E+000	-6.42E+001	-2.01E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	1.04E+005	-1.00E+017	4.07E+000	-4.15E-001	4.09E-232	3.00E+002	1.00E-001	-1.58E+014	-2.51E+007	-1.48E-001	9.26E+002	0.00E+000	4.09E-232	1.42E+003	5.77E-003	2.84E+006	9.98E+016	0.00E+000	0.00E+000	4.71E+002	9.00E-017	7.55E-009	-2.31E+007	-2.04E-011	4.93E-012	-4.86E-010	-7.63E-011	8.69E-015	-3.85E-010	-3.81E+002	-1.16E+001	-1.98E+003	5.59E-011	4.92E-012	-1.01E-010	5.32E-012	2.30E-012	-1.32E-011	1	3.60E-002	1.50E-001	2.00E-002	3.60E-002
1.00E+017	-2.94E+000	-1.05E+000	-8.47E+001	-2.17E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	7.37E+006	-1.00E+017	4.07E+000	-4.15E-001	2.79E-120	3.00E+002	1.00E-001	-2.22E+014	-2.73E+007	-1.48E-001	9.07E+002	0.00E+000	2.79E-120	1.42E+003	6.35E-003	2.92E+006	9.98E+016	0.00E+000	0.00E+000	4.71E+002	9.37E-017	7.44E-009	-2.51E+007	-2.18E-011	2.10E-013	-4.84E-010	-8.34E-011	8.21E-015	-3.85E-010	-4.30E+002	-9.69E+000	-2.03E+003	6.16E-011	2.02E-013	-9.86E-011	5.97E-012	1.79E-012	-1.26E-011	1	3.90E-002	1.50E-001	2.00E-002	3.90E-002
1.00E+017	2.83E+000	8.02E-001	-1.17E+002	-2.34E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	2.19E+007	-1.00E+017	4.07E+000	-4.15E-001	8.37E-120	3.00E+002	1.00E-001	-3.28E+014	-2.94E+007	-1.48E-001	8.89E+002	0.00E+000	8.37E-120	1.42E+003	6.99E-003	2.99E+006	9.97E+016	0.00E+000	0.00E+000	4.71E+002	9.74E-017	7.58E-009	-2.71E+007	-3.68E-011	-5.40E-012	-4.84E-010	-9.12E-011	7.11E-015	-3.84E-010	-4.91E+002	-3.64E+000	-2.06E+003	5.44E-011	-5.41E-012	-1.00E-010	5.23E-012	7.97E-013	-1.28E-011	1	4.20E-002	1.50E-001	2.00E-002	4.20E-002
1.00E+017	8.60E+000	2.65E+000	-1.48E+002	-2.50E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	3.64E+007	-1.00E+017	4.07E+000	-4.15E-001	1.39E-119	3.00E+002	1.00E-001	-4.35E+014	-3.16E+007	-1.48E-001	8.70E+002	0.00E+000	1.39E-119	1.42E+003	7.63E-003	3.06E+006	9.96E+016	0.00E+000	0.00E+000	4.71E+002	1.01E-016	7.72E-009	-2.91E+007	-5.18E-011	-1.10E-011	-4.85E-010	-9.90E-011	6.02E-015	-3.83E-010	-5.53E+002	2.41E+000	-2.09E+003	4.71E-011	-1.10E-011	-1.02E-010	4.49E-012	-1.98E-013	-1.30E-011	1	4.50E-002	1.50E-001	2.00E-002	4.50E-002
1.00E+017	1.44E+001	4.51E+000	-1.80E+002	-2.67E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	5.09E+007	-1.00E+017	4.07E+000	-4.15E-001	1.95E-119	3.00E+002	1.00E-001	-5.42E+014	-3.38E+007	-1.48E-001	8.51E+002	0.00E+000	1.95E-119	1.42E+003	8.27E-003	3.13E+006	9.95E+016	0.00E+000	0.00E+000	4.71E+002	1.05E-016	7.86E-009	-3.11E+007	-6.68E-011	-1.66E-011	-4.86E-010	-1.07E-010	4.92E-015	-3.82E-010	-6.14E+002	8.46E+000	-2.11E+003	3.99E-011	-1.66E-011	-1.04E-010	3.75E-012	-1.19E-012	-1.32E-011	1	4.80E-002	1.50E-001	2.00E-002	4.80E-002
1.00E+017	2.01E+001	6.36E+000	-2.12E+002	-2.83E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	6.54E+007	-1.00E+017	4.07E+000	-4.15E-001	2.51E-119	3.00E+002	1.00E-001	-6.49E+014	-3.59E+007	-1.49E-001	8.32E+002	0.00E+000	2.51E-119	1.42E+003	8.91E-003	3.20E+006	9.94E+016	0.00E+000	0.00E+000	4.71E+002	1.08E-016	8.00E-009	-3.31E+007	-8.18E-011	-2.22E-011	-4.87E-010	-1.15E-010	3.83E-015	-3.81E-010	-6.75E+002	1.45E+001	-2.14E+003	3.27E-011	-2.22E-011	-1.05E-010	3.01E-012	-2.19E-012	-1.34E-011	1	5.10E-002	1.50E-001	2.00E-002	5.10E-002
1.00E+017	2.59E+001	8.21E+000	-2.44E+002	-3.00E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	7.99E+007	-1.00E+017	4.07E+000	-4.15E-001	3.07E-119	3.00E+002	1.00E-001	-7.55E+014	-3.81E+007	-1.49E-001	8.13E+002	0.00E+000	3.07E-119	1.42E+003	9.55E-003	3.27E+006	9.92E+016	0.00E+000	0.00E+000	4.71E+002	1.12E-016	8.14E-009	-3.51E+007	-9.68E-011	-2.78E-011	-4.87E-010	-1.22E-010	2.73E-015	-3.80E-010	-7.37E+002	2.06E+001	-2.17E+003	2.55E-011	-2.78E-011	-1.07E-010	2.27E-012	-3.18E-012	-1.36E-011	1	5.40E-002	1.50E-001	2.00E-002	5.40E-002
1.00E+017	3.17E+001	1.01E+001	-2.76E+002	-3.17E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	9.44E+007	-1.00E+017	4.07E+000	-4.15E-001	3.62E-119	3.00E+002	1.00E-001	-8.62E+014	-4.03E+007	-1.49E-001	7.95E+002	0.00E+000	3.62E-119	1.42E+003	1.02E-002	3.34E+006	9.91E+016	0.00E+000	0.00E+000	4.71E+002	1.16E-016	8.28E-009	-3.71E+007	-1.12E-010	-3.35E-011	-4.88E-010	-1.30E-010	1.64E-015	-3.79E-010	-7.98E+002	2.66E+001	-2.20E+003	1.83E-011	-3.35E-011	-1.09E-010	1.53E-012	-4.18E-012	-1.37E-011	1	5.70E-002	1.50E-001	2.00E-002	5.70E-002
1.00E+017	3.74E+001	1.19E+001	-3.07E+002	-3.33E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	1.09E+008	-1.00E+017	4.07E+000	-4.15E-001	4.18E-119	3.00E+002	1.00E-001	-9.69E+014	-4.25E+007	-1.49E-001	7.76E+002	0.00E+000	4.18E-119	1.42E+003	1.08E-002	3.40E+006	9.90E+016	0.00E+000	0.00E+000	4.71E+002	1.19E-016	8.42E-009	-3.91E+007	-1.27E-010	-3.91E-011	-4.89E-010	-1.38E-010	5.47E-016	-3.78E-010	-8.59E+002	3.27E+001	-2.23E+003	1.11E-011	-3.91E-011	-1.11E-010	7.93E-013	-5.17E-012	-1.39E-011	1	6.00E-002	1.50E-001	2.00E-002	6.00E-002
1.00E+017	4.32E+001	1.38E+001	-3.39E+002	-3.50E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	1.23E+008	-1.00E+017	4.07E+000	-4.15E-001	4.74E-119	3.00E+002	1.00E-001	-1.08E+015	-4.46E+007	-1.49E-001	7.57E+002	0.00E+000	4.74E-119	1.42E+003	1.15E-002	3.47E+006	9.89E+016	0.00E+000	0.00E+000	4.71E+002	1.23E-016	8.56E-009	-4.11E+007	-1.42E-010	-4.47E-011	-4.90E-010	-1.46E-010	-5.47E-016	-3.77E-010	-9.21E+002	3.87E+001	-2.26E+003	3.84E-012	-4.47E-011	-1.12E-010	5.30E-014	-6.17E-012	-1.41E-011	1	6.30E-002	1.50E-001	2.00E-002	6.30E-002
1.00E+017	4.90E+001	1.56E+001	-3.71E+002	-3.66E+006	1.12E+000	0.00E+000	9.76E-001	0.00E+000	1.38E+008	-1.00E+017	4.07E+000	-4.15E-001	5.30E-119	3.00E+002	1.00E-001	-1.18E+015	-4.68E+007	-1.49E-001	7.38E+002	0.00E+000	5.30E-119	1.42E+003	1.21E-002	3.54E+006	9.88E+016	0.00E+000	0.00E+000	4.71E+002	1.27E-016	8.70E-009	-4.31E+007	-1.57E-010	-5.03E-011	-4.90E-010	-1.53E-010	-1.64E-015	-3.76E-010	-9.82E+002	4.48E+001	-2.29E+003	-3.37E-012	-5.03E-011	-1.14E-010	-6.87E-013	-7.16E-012	-1.43E-011	1	6.60E-002	1.50E-001	2.00E-002	6.60E-002
1.00E+017	5.47E+001	1.75E+001	-4.03E+002	-3.83E+006	1.12E+000	0.00E+000	9.75E-001	0.00E+000	1.52E+008	-1.00E+017	4.07E+000	-4.14E-001	5.86E-119	3.00E+002	1.00E-001	-1.29E+015	-4.90E+007	-1.49E-001	7.19E+002	0.00E+000	5.86E-119	1.42E+003	1.28E-002	3.61E+006	9.87E+016	0.00E+000	0.00E+000	4.71E+002	1.30E-016	8.84E-009	-4.51E+007	-1.72E-010	-5.59E-011	-4.91E-010	-1.61E-010	-2.74E-015	-3.76E-010	-1.04E+003	5.08E+001	-2.32E+003	-1.06E-011	-5.59E-011	-1.16E-010	-1.43E-012	-8.16E-012	-1.45E-011	1	6.90E-002	1.50E-001	2.00E-002	6.90E-002
1.00E+017	6.05E+001	1.93E+001	-4.35E+002	-3.99E+006	1.12E+000	0.00E+000	9.75E-001	0.00E+000	1.67E+008	-1.00E+017	4.07E+000	-4.14E-001	6.41E-119	3.00E+002	1.00E-001	-1.40E+015	-5.11E+007	-1.49E-001	7.01E+002	0.00E+000	6.41E-119	1.42E+003	1.34E-002	3.68E+006	9.86E+016	0.00E+000	0.00E+000	4.71E+002	1.34E-016	8.98E-009	-4.71E+007	-1.87E-010	-6.15E-011	-4.92E-010	-1.69E-010	-3.83E-015	-3.75E-010	-1.10E+003	5.68E+001	-2.35E+003	-1.78E-011	-6.15E-011	-1.17E-010	-2.17E-012	-9.15E-012	-1.47E-011	1	7.20E-002	1.50E-001	2.00E-002	7.20E-002
1.00E+017	6.63E+001	2.12E+001	-4.67E+002	-4.16E+006	1.12E+000	0.00E+000	9.75E-001	0.00E+000	1.81E+008	-1.00E+017	4.07E+000	-4.14E-001	4.44E-050	3.00E+002	1.00E-001	-1.50E+015	-5.33E+007	-1.49E-001	6.82E+002	0.00E+000	4.44E-050	1.42E+003	1.40E-002	3.75E+006	9.85E+016	0.00E+000	0.00E+000	4.71E+002	1.38E-016	9.12E-009	-4.91E+007	-2.02E-010	-6.71E-011	-4.93E-010	-1.77E-010	-4.92E-015	-3.74E-010	-1.17E+003	6.29E+001	-2.37E+003	-2.50E-011	-6.71E-011	-1.19E-010	-2.91E-012	-1.01E-011	-1.49E-011	1	7.50E-002	1.50E-001	2.00E-002	7.50E-002
1.00E+017	6.20E+000	-7.01E+001	-7.85E+002	-4.27E+006	1.12E+000	0.00E+000	9.75E-001	0.00E+000	6.56E+009	-1.00E+017	4.07E+000	-4.14E-001	4.47E-044	3.00E+002	1.00E-001	-2.44E+015	-5.61E+007	-1.49E-001	6.67E+002	0.00E+000	4.47E-044	1.42E+003	1.49E-002	4.00E+006	9.76E+016	0.00E+000	0.00E+000	4.71E+002	1.45E-016	9.76E-009	-5.19E+007	-2.34E-010	-6.46E-011	-5.03E-010	-2.04E-010	8.38E-014	-3.80E-010	-1.34E+003	5.11E+001	-2.46E+003	-2.96E-011	-6.47E-011	-1.23E-010	-4.04E-012	-1.00E-011	-1.66E-011	1	7.80E-002	1.50E-001	2.00E-002	7.80E-002
1.00E+017	-5.39E+001	-1.61E+002	-1.10E+003	-4.38E+006	1.12E+000	0.00E+000	9.75E-001	0.00E+000	1.29E+010	-1.00E+017	4.07E+000	-4.14E-001	8.95E-044	3.00E+002	1.00E-001	-3.37E+015	-5.90E+007	-1.49E-001	6.53E+002	0.00E+000	8.95E-044	1.42E+003	1.58E-002	4.26E+006	9.66E+016	0.00E+000	0.00E+000	4.71E+002	1.52E-016	1.04E-008	-5.46E+007	-2.66E-010	-6.21E-011	-5.13E-010	-2.32E-010	1.73E-013	-3.87E-010	-1.51E+003	3.92E+001	-2.55E+003	-3.41E-011	-6.22E-011	-1.26E-010	-5.18E-012	-9.90E-012	-1.82E-011	1	8.10E-002	1.50E-001	2.00E-002	8.10E-002
1.00E+017	-1.14E+002	-2.53E+002	-1.42E+003	-4.49E+006	1.12E+000	0.00E+000	9.75E-001	0.00E+000	1.93E+010	-1.00E+017	4.07E+000	-4.14E-001	1.34E-043	3.00E+002	1.00E-001	-4.31E+015	-6.18E+007	-1.50E-001	6.38E+002	0.00E+000	1.34E-043	1.42E+003	1.67E-002	4.51E+006	9.57E+016	0.00E+000	0.00E+000	4.71E+002	1.60E-016	1.11E-008	-5.73E+007	-2.98E-010	-5.95E-011	-5.23E-010	-2.59E-010	2.61E-013	-3.93E-010	-1.69E+003	2.74E+001	-2.64E+003	-3.86E-011	-5.98E-011	-1.30E-010	-6.31E-012	-9.77E-012	-1.99E-011	1	8.40E-002	1.50E-001	2.00E-002	8.40E-002
1.00E+017	-1.74E+002	-3.44E+002	-1.74E+003	-4.59E+006	1.12E+000	0.00E+000	9.74E-001	0.00E+000	2.57E+010	-1.00E+017	4.07E+000	-4.13E-001	1.79E-043	3.00E+002	1.00E-001	-5.24E+015	-6.46E+007	-1.50E-001	6.23E+002	0.00E+000	1.79E-043	1.42E+003	1.77E-002	4.77E+006	9.48E+016	0.00E+000	0.00E+000	4.71E+002	1.67E-016	1.17E-008	-6.00E+007	-3.30E-010	-5.70E-011	-5.34E-010	-2.87E-010	3.50E-013	-4.00E-010	-1.86E+003	1.56E+001	-2.73E+003	-4.32E-011	-5.74E-011	-1.34E-010	-7.45E-012	-9.64E-012	-2.16E-011	1	8.70E-002	1.50E-001	2.00E-002	8.70E-002
1.00E+017	-2.34E+002	-4.35E+002	-2.06E+003	-4.70E+006	1.12E+000	0.00E+000	9.74E-001	0.00E+000	3.21E+010	-1.00E+017	4.07E+000	-4.13E-001	2.24E-043	3.00E+002	1.00E-001	-6.18E+015	-6.75E+007	-1.50E-001	6.09E+002	0.00E+000	2.24E-043	1.42E+003	1.86E-002	5.02E+006	9.38E+016	0.00E+000	0.00E+000	4.71E+002	1.75E-016	1.23E-008	-6.28E+007	-3.62E-010	-5.45E-011	-5.44E-010	-3.14E-010	4.39E-013	-4.07E-010	-2.04E+003	3.73E+000	-2.83E+003	-4.77E-011	-5.49E-011	-1.37E-010	-8.58E-012	-9.52E-012	-2.33E-011	1	9.00E-002	1.50E-001	2.00E-002	9.00E-002
1.00E+017	-2.94E+002	-5.26E+002	-2.38E+003	-4.81E+006	1.12E+000	0.00E+000	9.74E-001	0.00E+000	3.84E+010	-1.00E+017	4.07E+000	-4.13E-001	2.68E-043	3.00E+002	1.00E-001	-7.11E+015	-7.03E+007	-1.50E-001	5.94E+002	0.00E+000	2.68E-043	1.42E+003	1.95E-002	5.28E+006	9.29E+016	0.00E+000	0.00E+000	4.71E+002	1.82E-016	1.30E-008	-6.55E+007	-3.94E-010	-5.20E-011	-5.54E-010	-3.42E-010	5.27E-013	-4.13E-010	-2.21E+003	-8.10E+000	-2.92E+003	-5.22E-011	-5.25E-011	-1.41E-010	-9.72E-012	-9.39E-012	-2.50E-011	1	9.30E-002	1.50E-001	2.00E-002	9.30E-002
1.00E+017	-3.48E+002	-5.09E+002	-2.71E+003	-4.92E+006	1.12E+000	0.00E+000	9.74E-001	0.00E+000	4.48E+010	-1.00E+017	4.07E+000	-4.13E-001	3.13E-043	3.00E+002	1.00E-001	-8.05E+015	-7.31E+007	-1.51E-001	5.80E+002	0.00E+000	3.13E-043	1.42E+003	2.04E-002	5.54E+006	9.20E+016	0.00E+000	0.00E+000	4.71E+002	1.88E-016	1.35E-008	-6.82E+007	-4.24E-010	-4.83E-011	-5.62E-010	-3.69E-010	5.51E-013	-4.19E-010	-2.39E+003	-2.44E+001	-3.01E+003	-5.50E-011	-4.88E-011	-1.44E-010	-1.04E-011	-8.94E-012	-2.63E-011	1	9.60E-002	1.50E-001	2.00E-002	9.60E-002
1.00E+017	-4.01E+002	-4.56E+002	-3.05E+003	-5.03E+006	1.12E+000	0.00E+000	9.73E-001	0.00E+000	5.12E+010	-1.00E+017	4.07E+000	-4.12E-001	3.58E-043	3.00E+002	1.00E-001	-8.98E+015	-7.60E+007	-1.51E-001	5.65E+002	0.00E+000	3.58E-043	1.42E+003	2.13E-002	5.79E+006	9.10E+016	0.00E+000	0.00E+000	4.71E+002	1.93E-016	1.39E-008	-7.09E+007	-4.54E-010	-4.41E-011	-5.69E-010	-3.97E-010	5.54E-013	-4.24E-010	-2.57E+003	-4.22E+001	-3.11E+003	-5.72E-011	-4.47E-011	-1.45E-010	-1.10E-011	-8.37E-012	-2.75E-011	1	9.90E-002	1.50E-001	2.00E-002	9.90E-002
1.00E+017	-4.53E+002	-4.02E+002	-3.38E+003	-5.14E+006	1.12E+000	0.00E+000	9.73E-001	0.00E+000	5.76E+010	-1.00E+017	4.07E+000	-4.12E-001	4.03E-043	3.00E+002	1.00E-001	-9.92E+015	-7.88E+007	-1.51E-001	5.50E+002	0.00E+000	4.03E-043	1.42E+003	2.22E-002	6.05E+006	9.01E+016	0.00E+000	0.00E+000	4.71E+002	1.99E-016	1.43E-008	-7.37E+007	-4.83E-010	-4.00E-011	-5.76E-010	-4.24E-010	5.56E-013	-4.29E-010	-2.74E+003	-6.00E+001	-3.21E+003	-5.94E-011	-4.06E-011	-1.47E-010	-1.16E-011	-7.80E-012	-2.87E-011	1	1.02E-001	1.50E-001	2.00E-002	1.02E-001
