#AcceptorConcentration	ElectricField:0	ElectricField:1	ElectricField:2	AugerRecombination	BandGap	BandgapNarrowing	ConductionBandEnergy	DisplaceCurrentDensity	DonorConcentration	DopingConcentration	ElectronAffinity	ElectrostaticPotential	ImpactIonization	LatticeTemperature	QuasiFermiPotential	SpaceCharge	TotalRecombination	ValenceBandEnergy	eDensity	eEparallel	eImpactIonization	eMobility	eQuasiFermiPotential	eVelocity	hDensity	hEparallel	hImpactIonization	hMobility	hQuasiFermiPotential	hVelocity	srhRecombination	TotalCurrentDensity:0	TotalCurrentDensity:1	TotalCurrentDensity:2	eCurrentDensity:0	eCurrentDensity:1	eCurrentDensity:2	eGradQuasiFermi:0	eGradQuasiFermi:1	eGradQuasiFermi:2	hCurrentDensity:0	hCurrentDensity:1	hCurrentDensity:2	hGradQuasiFermi:0	hGradQuasiFermi:1	hGradQuasiFermi:2	vtkValidPointMask	arc_length	Points:0	Points:1	Points:2
1.00E+017	-5.06E+002	-3.49E+002	-3.72E+003	-5.25E+006	1.12E+000	0.00E+000	9.73E-001	0.00E+000	6.40E+010	-1.00E+017	4.07E+000	-4.12E-001	4.47E-043	3.00E+002	1.00E-001	-1.09E+016	-8.16E+007	-1.51E-001	5.36E+002	0.00E+000	4.47E-043	1.42E+003	2.31E-002	6.31E+006	8.91E+016	0.00E+000	0.00E+000	4.71E+002	2.04E-016	1.48E-008	-7.64E+007	-5.13E-010	-3.59E-011	-5.83E-010	-4.52E-010	5.59E-013	-4.34E-010	-2.92E+003	-7.78E+001	-3.31E+003	-6.16E-011	-3.65E-011	-1.49E-010	-1.22E-011	-7.23E-012	-2.99E-011	1	1.05E-001	1.50E-001	2.00E-002	1.05E-001
1.00E+017	-5.58E+002	-2.96E+002	-4.05E+003	-5.36E+006	1.12E+000	0.00E+000	9.73E-001	0.00E+000	7.03E+010	-1.00E+017	4.07E+000	-4.12E-001	4.92E-043	3.00E+002	1.00E-001	-1.18E+016	-8.45E+007	-1.52E-001	5.21E+002	0.00E+000	4.92E-043	1.42E+003	2.40E-002	6.56E+006	8.82E+016	0.00E+000	0.00E+000	4.71E+002	2.10E-016	1.52E-008	-7.91E+007	-5.43E-010	-3.18E-011	-5.90E-010	-4.79E-010	5.62E-013	-4.39E-010	-3.10E+003	-9.57E+001	-3.42E+003	-6.38E-011	-3.24E-011	-1.51E-010	-1.28E-011	-6.67E-012	-3.12E-011	1	1.08E-001	1.50E-001	2.00E-002	1.08E-001
1.00E+017	-6.11E+002	-2.43E+002	-4.39E+003	-5.47E+006	1.12E+000	0.00E+000	9.72E-001	0.00E+000	7.67E+010	-1.00E+017	4.07E+000	-4.11E-001	5.37E-043	3.00E+002	1.00E-001	-1.27E+016	-8.73E+007	-1.52E-001	5.07E+002	0.00E+000	5.37E-043	1.42E+003	2.49E-002	6.82E+006	8.73E+016	0.00E+000	0.00E+000	4.71E+002	2.15E-016	1.56E-008	-8.18E+007	-5.73E-010	-2.77E-011	-5.97E-010	-5.07E-010	5.64E-013	-4.44E-010	-3.28E+003	-1.13E+002	-3.52E+003	-6.60E-011	-2.83E-011	-1.53E-010	-1.34E-011	-6.10E-012	-3.24E-011	1	1.11E-001	1.50E-001	2.00E-002	1.11E-001
1.00E+017	-5.51E+002	-1.77E+002	-5.05E+003	-5.40E+006	1.12E+000	0.00E+000	9.71E-001	0.00E+000	4.62E+011	-1.00E+017	4.07E+000	-4.10E-001	5.24E-034	3.00E+002	1.00E-001	-1.55E+016	-9.71E+007	-1.53E-001	5.16E+002	0.00E+000	5.24E-034	1.42E+003	2.58E-002	7.13E+006	8.45E+016	0.00E+000	0.00E+000	4.71E+002	2.24E-016	1.72E-008	-9.17E+007	-6.80E-010	-2.46E-011	-6.06E-010	-6.13E-010	5.03E-013	-4.53E-010	-3.55E+003	-1.18E+002	-3.53E+003	-6.67E-011	-2.51E-011	-1.54E-010	-1.38E-011	-5.01E-012	-3.69E-011	1	1.14E-001	1.50E-001	2.00E-002	1.14E-001
1.00E+017	-3.78E+002	-9.94E+001	-6.04E+003	-5.15E+006	1.12E+000	0.00E+000	9.69E-001	0.00E+000	1.23E+012	-1.00E+017	4.07E+000	-4.08E-001	5.24E-034	3.00E+002	1.00E-001	-2.00E+016	-1.14E+008	-1.55E-001	5.48E+002	0.00E+000	5.24E-034	1.42E+003	2.68E-002	7.49E+006	8.00E+016	0.00E+000	0.00E+000	4.71E+002	2.36E-016	2.00E-008	-1.09E+008	-8.64E-010	-2.25E-011	-6.17E-010	-7.98E-010	3.78E-013	-4.64E-010	-3.91E+003	-1.10E+002	-3.47E+003	-6.60E-011	-2.29E-011	-1.53E-010	-1.41E-011	-3.39E-012	-4.46E-011	1	1.17E-001	1.50E-001	2.00E-002	1.17E-001
1.00E+017	-2.06E+002	-2.18E+001	-7.03E+003	-4.91E+006	1.12E+000	0.00E+000	9.67E-001	0.00E+000	1.99E+012	-1.00E+017	4.07E+000	-4.06E-001	5.24E-034	3.00E+002	1.00E-001	-2.46E+016	-1.31E+008	-1.58E-001	5.81E+002	0.00E+000	5.24E-034	1.42E+003	2.78E-002	7.85E+006	7.54E+016	0.00E+000	0.00E+000	4.71E+002	2.48E-016	2.27E-008	-1.26E+008	-1.05E-009	-2.04E-011	-6.28E-010	-9.84E-010	2.53E-013	-4.76E-010	-4.28E+003	-1.02E+002	-3.40E+003	-6.52E-011	-2.06E-011	-1.52E-010	-1.44E-011	-1.77E-012	-5.23E-011	1	1.20E-001	1.50E-001	2.00E-002	1.20E-001
1.00E+017	-3.30E+001	5.58E+001	-8.02E+003	-4.66E+006	1.12E+000	0.00E+000	9.64E-001	0.00E+000	2.76E+012	-1.00E+017	4.07E+000	-4.03E-001	5.24E-034	3.00E+002	1.00E-001	-2.91E+016	-1.47E+008	-1.60E-001	6.14E+002	0.00E+000	5.24E-034	1.42E+003	2.87E-002	8.21E+006	7.09E+016	0.00E+000	0.00E+000	4.71E+002	2.60E-016	2.54E-008	-1.43E+008	-1.23E-009	-1.83E-011	-6.39E-010	-1.17E-009	1.28E-013	-4.88E-010	-4.64E+003	-9.45E+001	-3.34E+003	-6.45E-011	-1.84E-011	-1.51E-010	-1.46E-011	-1.55E-013	-6.00E-011	1	1.23E-001	1.50E-001	2.00E-002	1.23E-001
1.00E+017	1.39E+002	1.33E+002	-9.01E+003	-4.42E+006	1.12E+000	0.00E+000	9.62E-001	0.00E+000	3.52E+012	-1.00E+017	4.07E+000	-4.01E-001	5.24E-034	3.00E+002	1.00E-001	-3.37E+016	-1.64E+008	-1.62E-001	6.47E+002	0.00E+000	5.24E-034	1.42E+003	2.97E-002	8.57E+006	6.63E+016	0.00E+000	0.00E+000	4.71E+002	2.72E-016	2.82E-008	-1.60E+008	-1.42E-009	-1.62E-011	-6.51E-010	-1.35E-009	2.62E-015	-5.00E-010	-5.00E+003	-8.65E+001	-3.28E+003	-6.38E-011	-1.62E-011	-1.50E-010	-1.49E-011	1.46E-012	-6.77E-011	1	1.26E-001	1.50E-001	2.00E-002	1.26E-001
1.00E+017	3.12E+002	2.11E+002	-1.00E+004	-4.17E+006	1.12E+000	0.00E+000	9.60E-001	0.00E+000	4.28E+012	-1.00E+017	4.07E+000	-3.99E-001	5.24E-034	3.00E+002	1.00E-001	-3.82E+016	-1.81E+008	-1.64E-001	6.79E+002	0.00E+000	5.24E-034	1.42E+003	3.07E-002	8.94E+006	6.18E+016	0.00E+000	0.00E+000	4.71E+002	2.84E-016	3.09E-008	-1.77E+008	-1.60E-009	-1.41E-011	-6.62E-010	-1.54E-009	-1.22E-013	-5.12E-010	-5.37E+003	-7.85E+001	-3.21E+003	-6.31E-011	-1.40E-011	-1.49E-010	-1.52E-011	3.08E-012	-7.54E-011	1	1.29E-001	1.50E-001	2.00E-002	1.29E-001
1.00E+017	4.85E+002	2.89E+002	-1.10E+004	-3.92E+006	1.12E+000	0.00E+000	9.58E-001	0.00E+000	5.05E+012	-1.00E+017	4.07E+000	-3.97E-001	5.24E-034	3.00E+002	1.00E-001	-4.28E+016	-1.98E+008	-1.66E-001	7.12E+002	0.00E+000	5.24E-034	1.42E+003	3.16E-002	9.30E+006	5.72E+016	0.00E+000	0.00E+000	4.71E+002	2.96E-016	3.37E-008	-1.94E+008	-1.79E-009	-1.20E-011	-6.73E-010	-1.73E-009	-2.47E-013	-5.24E-010	-5.73E+003	-7.05E+001	-3.15E+003	-6.24E-011	-1.18E-011	-1.49E-010	-1.54E-011	4.70E-012	-8.31E-011	1	1.32E-001	1.50E-001	2.00E-002	1.32E-001
1.00E+017	6.57E+002	3.66E+002	-1.20E+004	-3.68E+006	1.12E+000	0.00E+000	9.56E-001	0.00E+000	5.81E+012	-1.00E+017	4.07E+000	-3.95E-001	5.24E-034	3.00E+002	1.00E-001	-4.73E+016	-2.14E+008	-1.69E-001	7.45E+002	0.00E+000	5.24E-034	1.42E+003	3.26E-002	9.66E+006	5.27E+016	0.00E+000	0.00E+000	4.71E+002	3.08E-016	3.64E-008	-2.11E+008	-1.97E-009	-9.91E-012	-6.84E-010	-1.91E-009	-3.73E-013	-5.36E-010	-6.09E+003	-6.26E+001	-3.08E+003	-6.16E-011	-9.54E-012	-1.48E-010	-1.57E-011	6.31E-012	-9.08E-011	1	1.35E-001	1.50E-001	2.00E-002	1.35E-001
1.00E+017	8.30E+002	4.44E+002	-1.30E+004	-3.43E+006	1.12E+000	0.00E+000	9.53E-001	0.00E+000	6.58E+012	-1.00E+017	4.07E+000	-3.92E-001	5.24E-034	3.00E+002	1.00E-001	-5.19E+016	-2.31E+008	-1.71E-001	7.78E+002	0.00E+000	5.24E-034	1.42E+003	3.36E-002	1.00E+007	4.81E+016	0.00E+000	0.00E+000	4.71E+002	3.20E-016	3.91E-008	-2.28E+008	-2.16E-009	-7.81E-012	-6.95E-010	-2.10E-009	-4.98E-013	-5.48E-010	-6.45E+003	-5.46E+001	-3.02E+003	-6.09E-011	-7.31E-012	-1.47E-010	-1.59E-011	7.93E-012	-9.85E-011	1	1.38E-001	1.50E-001	2.00E-002	1.38E-001
1.00E+017	1.00E+003	5.21E+002	-1.40E+004	-3.19E+006	1.12E+000	0.00E+000	9.51E-001	0.00E+000	7.34E+012	-1.00E+017	4.07E+000	-3.90E-001	5.24E-034	3.00E+002	1.00E-001	-5.64E+016	-2.48E+008	-1.73E-001	8.10E+002	0.00E+000	5.24E-034	1.42E+003	3.45E-002	1.04E+007	4.36E+016	0.00E+000	0.00E+000	4.71E+002	3.32E-016	4.19E-008	-2.45E+008	-2.34E-009	-5.72E-012	-7.06E-010	-2.28E-009	-6.23E-013	-5.60E-010	-6.82E+003	-4.66E+001	-2.95E+003	-6.02E-011	-5.09E-012	-1.46E-010	-1.62E-011	9.55E-012	-1.06E-010	1	1.41E-001	1.50E-001	2.00E-002	1.41E-001
1.00E+017	1.17E+003	5.99E+002	-1.50E+004	-2.94E+006	1.12E+000	0.00E+000	9.49E-001	0.00E+000	8.11E+012	-1.00E+017	4.07E+000	-3.88E-001	5.24E-034	3.00E+002	1.00E-001	-6.10E+016	-2.65E+008	-1.75E-001	8.43E+002	0.00E+000	5.24E-034	1.42E+003	3.55E-002	1.07E+007	3.90E+016	0.00E+000	0.00E+000	4.71E+002	3.43E-016	4.46E-008	-2.62E+008	-2.53E-009	-3.62E-012	-7.17E-010	-2.47E-009	-7.48E-013	-5.72E-010	-7.18E+003	-3.86E+001	-2.89E+003	-5.95E-011	-2.87E-012	-1.45E-010	-1.65E-011	1.12E-011	-1.14E-010	1	1.44E-001	1.50E-001	2.00E-002	1.44E-001
1.00E+017	1.35E+003	6.77E+002	-1.59E+004	-2.70E+006	1.12E+000	0.00E+000	9.47E-001	0.00E+000	8.87E+012	-1.00E+017	4.07E+000	-3.86E-001	5.24E-034	3.00E+002	1.00E-001	-6.55E+016	-2.81E+008	-1.77E-001	8.76E+002	0.00E+000	5.24E-034	1.42E+003	3.65E-002	1.11E+007	3.45E+016	0.00E+000	0.00E+000	4.71E+002	3.55E-016	4.73E-008	-2.79E+008	-2.71E-009	-1.52E-012	-7.28E-010	-2.65E-009	-8.73E-013	-5.84E-010	-7.54E+003	-3.07E+001	-2.82E+003	-5.87E-011	-6.50E-013	-1.44E-010	-1.67E-011	1.28E-011	-1.22E-010	1	1.47E-001	1.50E-001	2.00E-002	1.47E-001
1.00E+017	1.52E+003	7.54E+002	-1.69E+004	-2.45E+006	1.12E+000	0.00E+000	9.45E-001	0.00E+000	9.63E+012	-1.00E+017	4.07E+000	-3.84E-001	5.24E-034	3.00E+002	1.00E-001	-7.01E+016	-2.98E+008	-1.80E-001	9.09E+002	0.00E+000	5.24E-034	1.42E+003	3.74E-002	1.15E+007	2.99E+016	0.00E+000	0.00E+000	4.71E+002	3.67E-016	5.01E-008	-2.96E+008	-2.90E-009	5.74E-013	-7.39E-010	-2.84E-009	-9.98E-013	-5.96E-010	-7.91E+003	-2.27E+001	-2.76E+003	-5.80E-011	1.57E-012	-1.43E-010	-1.70E-011	1.44E-011	-1.29E-010	1	1.50E-001	1.50E-001	2.00E-002	1.50E-001
1.00E+017	1.12E+003	6.24E+002	-2.20E+004	-2.09E+006	1.12E+000	0.00E+000	9.34E-001	0.00E+000	1.85E+013	-1.00E+017	4.07E+000	-3.73E-001	7.66E-028	3.00E+002	1.00E-001	-7.45E+016	-9.68E+008	-1.91E-001	2.61E+003	3.70E+002	7.66E-028	1.42E+003	3.80E-002	1.18E+007	2.54E+016	0.00E+000	0.00E+000	4.71E+002	4.70E-016	3.25E-007	-9.66E+008	-3.69E-008	-2.88E-012	-1.51E-009	-3.68E-008	-4.46E-012	-1.37E-009	-8.22E+003	-2.37E+001	-2.58E+003	-5.24E-011	1.59E-012	-1.43E-010	-6.28E-011	1.74E-011	-1.29E-009	1	1.53E-001	1.50E-001	2.00E-002	1.53E-001
1.00E+017	7.25E+002	4.94E+002	-2.70E+004	-1.72E+006	1.12E+000	0.00E+000	9.22E-001	0.00E+000	2.74E+013	-1.00E+017	4.07E+000	-3.61E-001	1.53E-027	3.00E+002	1.00E-001	-7.90E+016	-1.64E+009	-2.02E-001	4.30E+003	7.40E+002	1.53E-027	1.42E+003	3.86E-002	1.22E+007	2.10E+016	0.00E+000	0.00E+000	4.71E+002	5.73E-016	6.00E-007	-1.64E+009	-7.08E-008	-6.32E-012	-2.29E-009	-7.08E-008	-7.92E-012	-2.14E-009	-8.53E+003	-2.47E+001	-2.40E+003	-4.68E-011	1.60E-012	-1.42E-010	-1.09E-010	2.05E-011	-2.45E-009	1	1.56E-001	1.50E-001	2.00E-002	1.56E-001
1.00E+017	3.28E+002	3.63E+002	-3.21E+004	-1.36E+006	1.12E+000	0.00E+000	9.11E-001	0.00E+000	3.63E+013	-1.00E+017	4.07E+000	-3.50E-001	2.30E-027	3.00E+002	1.00E-001	-8.34E+016	-2.31E+009	-2.13E-001	6.00E+003	1.11E+003	2.30E-027	1.42E+003	3.92E-002	1.25E+007	1.65E+016	0.00E+000	0.00E+000	4.71E+002	6.76E-016	8.75E-007	-2.31E+009	-1.05E-007	-9.77E-012	-3.06E-009	-1.05E-007	-1.14E-011	-2.92E-009	-8.84E+003	-2.57E+001	-2.22E+003	-4.12E-011	1.61E-012	-1.42E-010	-1.54E-010	2.36E-011	-3.61E-009	1	1.59E-001	1.50E-001	2.00E-002	1.59E-001
1.00E+017	-6.90E+001	2.33E+002	-3.71E+004	-9.96E+005	1.12E+000	0.00E+000	9.00E-001	0.00E+000	4.51E+013	-1.00E+017	4.07E+000	-3.39E-001	3.06E-027	3.00E+002	1.00E-001	-8.79E+016	-2.98E+009	-2.24E-001	7.70E+003	1.48E+003	3.06E-027	1.42E+003	3.98E-002	1.29E+007	1.21E+016	0.00E+000	0.00E+000	4.71E+002	7.79E-016	1.15E-006	-2.98E+009	-1.39E-007	-1.32E-011	-3.83E-009	-1.39E-007	-1.48E-011	-3.69E-009	-9.15E+003	-2.67E+001	-2.04E+003	-3.56E-011	1.63E-012	-1.41E-010	-2.00E-010	2.66E-011	-4.77E-009	1	1.62E-001	1.50E-001	2.00E-002	1.62E-001
1.00E+017	-4.66E+002	1.02E+002	-4.22E+004	-6.33E+005	1.12E+000	0.00E+000	8.89E-001	0.00E+000	5.40E+013	-9.99E+016	4.07E+000	-3.28E-001	3.83E-027	3.00E+002	1.00E-001	-9.23E+016	-3.65E+009	-2.35E-001	9.39E+003	1.85E+003	3.83E-027	1.42E+003	4.03E-002	1.32E+007	7.62E+015	0.00E+000	0.00E+000	4.71E+002	8.82E-016	1.42E-006	-3.65E+009	-1.73E-007	-1.67E-011	-4.60E-009	-1.73E-007	-1.83E-011	-4.46E-009	-9.46E+003	-2.77E+001	-1.86E+003	-3.00E-011	1.64E-012	-1.41E-010	-2.46E-010	2.97E-011	-5.93E-009	1	1.65E-001	1.50E-001	2.00E-002	1.65E-001
1.00E+017	-8.63E+002	-2.80E+001	-4.73E+004	-2.70E+005	1.12E+000	0.00E+000	8.78E-001	0.00E+000	6.29E+013	-9.99E+016	4.07E+000	-3.17E-001	4.60E-027	3.00E+002	1.00E-001	-9.68E+016	-4.32E+009	-2.46E-001	1.11E+004	2.22E+003	4.60E-027	1.42E+003	4.09E-002	1.36E+007	3.16E+015	0.00E+000	0.00E+000	4.71E+002	9.85E-016	1.70E-006	-4.32E+009	-2.07E-007	-2.01E-011	-5.38E-009	-2.07E-007	-2.18E-011	-5.24E-009	-9.77E+003	-2.87E+001	-1.69E+003	-2.44E-011	1.66E-012	-1.40E-010	-2.92E-010	3.27E-011	-7.09E-009	1	1.68E-001	1.50E-001	2.00E-002	1.68E-001
1.00E+017	-1.05E+003	-6.16E+001	-5.09E+004	-1.58E+005	1.12E+000	0.00E+000	8.62E-001	0.00E+000	9.55E+013	-9.99E+016	4.07E+000	-3.01E-001	5.25E-027	3.00E+002	1.00E-001	-9.81E+016	-4.39E+010	-2.62E-001	1.05E+005	3.98E+003	5.25E-027	1.42E+003	4.13E-002	1.37E+007	1.81E+015	0.00E+000	0.00E+000	4.71E+002	4.33E-015	2.71E-005	-4.39E+010	-6.21E-006	6.13E-010	-7.46E-008	-6.21E-006	6.12E-010	-7.44E-008	-9.91E+003	-2.63E+001	-1.54E+003	-2.20E-011	1.49E-012	-1.39E-010	4.48E-009	-7.44E-010	-1.63E-007	1	1.71E-001	1.50E-001	2.00E-002	1.71E-001
1.00E+017	-1.16E+003	-6.29E+001	-5.41E+004	-1.30E+005	1.12E+000	0.00E+000	8.44E-001	0.00E+000	1.36E+014	-9.99E+016	4.07E+000	-2.83E-001	5.86E-027	3.00E+002	1.00E-001	-9.84E+016	-9.64E+010	-2.80E-001	2.30E+005	6.21E+003	5.86E-027	1.42E+003	4.15E-002	1.38E+007	1.48E+015	0.00E+000	0.00E+000	4.71E+002	8.75E-015	6.08E-005	-9.64E+010	-1.42E-005	1.46E-009	-1.67E-007	-1.42E-005	1.46E-009	-1.66E-007	-9.99E+003	-2.27E+001	-1.42E+003	-2.06E-011	1.26E-012	-1.36E-010	1.08E-008	-1.78E-009	-3.71E-007	1	1.74E-001	1.50E-001	2.00E-002	1.74E-001
1.00E+017	-1.27E+003	-6.42E+001	-5.73E+004	-1.01E+005	1.12E+000	0.00E+000	8.27E-001	0.00E+000	1.76E+014	-9.98E+016	4.07E+000	-2.65E-001	6.47E-027	3.00E+002	1.00E-001	-9.87E+016	-1.49E+011	-2.98E-001	3.54E+005	8.43E+003	6.47E-027	1.42E+003	4.18E-002	1.39E+007	1.16E+015	0.00E+000	0.00E+000	4.71E+002	1.32E-014	9.45E-005	-1.49E+011	-2.22E-005	2.31E-009	-2.58E-007	-2.22E-005	2.30E-009	-2.58E-007	-1.01E+004	-1.92E+001	-1.29E+003	-1.92E-011	1.04E-012	-1.34E-010	1.72E-008	-2.82E-009	-5.79E-007	1	1.77E-001	1.50E-001	2.00E-002	1.77E-001
1.00E+017	-1.38E+003	-6.55E+001	-6.05E+004	-7.31E+004	1.12E+000	0.00E+000	8.09E-001	0.00E+000	2.17E+014	-9.98E+016	4.07E+000	-2.48E-001	7.09E-027	3.00E+002	1.00E-001	-9.89E+016	-2.02E+011	-3.15E-001	4.79E+005	1.07E+004	7.09E-027	1.42E+003	4.20E-002	1.40E+007	8.37E+014	0.00E+000	0.00E+000	4.71E+002	1.76E-014	1.28E-004	-2.02E+011	-3.02E-005	3.15E-009	-3.50E-007	-3.02E-005	3.15E-009	-3.50E-007	-1.02E+004	-1.56E+001	-1.16E+003	-1.78E-011	8.09E-013	-1.32E-010	2.36E-008	-3.85E-009	-7.87E-007	1	1.80E-001	1.50E-001	2.00E-002	1.80E-001
1.00E+017	-1.50E+003	-6.69E+001	-6.37E+004	-4.49E+004	1.12E+000	0.00E+000	7.91E-001	0.00E+000	2.57E+014	-9.97E+016	4.07E+000	-2.30E-001	7.70E-027	3.00E+002	1.00E-001	-9.92E+016	-2.54E+011	-3.33E-001	6.04E+005	1.29E+004	7.70E-027	1.42E+003	4.23E-002	1.41E+007	5.13E+014	0.00E+000	0.00E+000	4.71E+002	2.20E-014	1.62E-004	-2.54E+011	-3.82E-005	4.00E-009	-4.42E-007	-3.82E-005	4.00E-009	-4.42E-007	-1.02E+004	-1.20E+001	-1.03E+003	-1.65E-011	5.82E-013	-1.30E-010	3.00E-008	-4.89E-009	-9.95E-007	1	1.83E-001	1.50E-001	2.00E-002	1.83E-001
1.00E+017	-1.61E+003	-6.82E+001	-6.69E+004	-1.66E+004	1.12E+000	0.00E+000	7.73E-001	0.00E+000	2.98E+014	-9.97E+016	4.07E+000	-2.12E-001	8.31E-027	3.00E+002	1.00E-001	-9.95E+016	-3.07E+011	-3.51E-001	7.28E+005	1.51E+004	8.31E-027	1.42E+003	4.26E-002	1.42E+007	1.90E+014	0.00E+000	0.00E+000	4.71E+002	2.64E-014	1.96E-004	-3.07E+011	-4.62E-005	4.84E-009	-5.34E-007	-4.62E-005	4.84E-009	-5.34E-007	-1.03E+004	-8.49E+000	-9.05E+002	-1.51E-011	3.56E-013	-1.27E-010	3.63E-008	-5.92E-009	-1.20E-006	1	1.86E-001	1.50E-001	2.00E-002	1.86E-001
